Timestamp,Username,VideoID,Comment,Date
2024-04-21T20:28:09Z,@LorenzPTews,G97ZJU44vTY,die ki wird noch in diesem jahrhundert ihren idealen menschen selbst erschaffen ...,2024-04-21T20:28:09Z
2024-04-19T17:56:21Z,@antontube231,G97ZJU44vTY,Guck einfach Terminator … da wird ja alles erklärt.,2024-04-19T17:56:21Z
2024-03-07T21:52:36Z,@user-bw3yj6pv6c,G97ZJU44vTY,"Die Welt verbessert die Technik, und das macht die Welt bereit für das Ende",2024-03-07T21:52:36Z
2024-03-05T13:32:51Z,@zdrastvutye,G97ZJU44vTY,"ki kann eine ganze menge bei der bildbearbeitung und bei der foto inverssuche, aber ich habe mal iask ai ai gefragt ""which german word does hide behind 'rindenfloh'if you swap characters?"" und 
er ist darauf reingefallen",2024-03-05T13:32:51Z
2024-03-05T01:29:36Z,@elkebackofen3261,G97ZJU44vTY,"Egal, welche Sprache, die Ki, ist der größte Krebsschaden, als der Krebs an sich, auf unserer Welt. Weil dieser über uns bestimmen will. Er ist der schlimmste Krebs, welcher stets über alles informiert bzw. Regieren will. Deshalb seid wachsam.",2024-03-05T01:29:36Z
2024-03-02T16:27:39Z,@hannesklug5226,G97ZJU44vTY,"Ich frage mich, ob es Dank KI möglich ist, die Bedrohung der Demokratien abzuschätzen? Wie wäre es, wenn möglichst viele, die ein Ki-Programm nutzen, dieses Programm fragen, was nötig ist, um den Verfall von Demokratien zu verhindern und die Antworten, so breit wie möglich, zu teilen. Vielleicht sind die Wirklichkeiten ja, die Personen, die den ""Bedrohern"" dienen, ihre Leistungen nicht mehr zu erlauben. Oder was such immer. Jedenfalls dürfen wir nicht tatenlos zusehen. zusehen",2024-03-02T16:27:39Z
2024-02-28T18:38:25Z,@GMT0815,G97ZJU44vTY,"DIE DUMMHEIT erkennt man daran, dass sie sich eine künstliche ""Intelligenz"" schafft...",2024-02-28T18:38:25Z
2024-02-21T20:53:29Z,@Pacador,G97ZJU44vTY,"Meiner Meinung nach wird zu inflationär mit dem Begriff ""KI"" umhergeworfen. Es ist dabei wichtig zu differenzieren um welche Art es sich von KI handelt und für was diese eingesetzt wird. Die in den Medien bereitgestellten Informationen zielen nach den Beschreibungen i.d.R. insbesondere auf sogenannte Neuronale Netze und Deep Learning Modelle ab, besonders im generativen Bereich. Schon eine Lineare-Regression ist eine simple Form von KI, mit Bezug auf dieses Arte Video könnte die Frage gestellt werden, was an einer Regression gefährlich ist?. In Beiträgen sollte generell mehr auf eine genaue Abgrenzung der Begrifflichkeiten geachtet werden.",2024-02-21T20:53:29Z
2024-02-17T15:29:56Z,@maltemeyer7526,G97ZJU44vTY,"Einfach nur schlecht... nichts als Philosophie und dann auch noch so leihenhaft. Wir haben in Zukunft genauso viel zu tun wie heute und zwar uns weiter zu entwickeln, die KI anzuwenden. Es wird schließlich nicht urplötzlich an Konkurrenz mangeln. Vielleicht mal ein Wort zur Funktion, sodass sich jeder selbst ein Bild machen kann, anstatt die Meinungen von zwei ""Experten"". Das wäre zur Abwechslung mal ein Beitrag zur allgemeinen Bildung DIe ÖR's sind wie immer ein Witz.",2024-02-17T15:29:56Z
2024-02-15T11:21:15Z,@sayx18,G97ZJU44vTY,"So viel Blabla und so wenig Konkretes. 

Wo sind praktische Beispiele und echte Anwendung von KI im Alltag, Job oder Privat?

Wurde die Doku von ChatGPT v3.5 erstellt worden?",2024-02-15T11:21:15Z
