Unnamed: 0,Comment,Label,Score
0,"honestly just release them, let the ai's take over. the world we live in is screwed up anyway can't see how the ai could make it any worse.",0,0.9662208706140518
6,i love how the brilliant people still think they are in control. find jesus now.,2,0.9532601982355118
14,"this is bullshit , ai is just a hope that is going nowhere , it`s being used to pump failing stocks like tell and many others",0,0.9676995277404784
18,one ai to another: “mon always liked you best!”,2,0.96892611682415
19,"the more i see like this, the more i'm agreeing with bill burr on the matter: ""plug that thing! take the batteries and the wires out! do something!"" some of this, while really cool, is terrifying.",2,0.9653052488962808
21,you have no fucking clue what you're talking about. it's already been discredited multiple times that the claim was bullshit. but here you are trying to get click. stop with the bullshit,0,0.9720529317855836
25,"someone will use ai as a means of nasty weapons. mark my word, the day will come when we wished ai was never invented.",0,0.9696194231510162
27,just from the thumbnail picture alone i'm disturbed. stop trying to make this thing look like what it is not. it is not a human stop trying to deceive us. when you try and make something look like something that it really is not your deceiving people & mixed with ai it seems demon or is it simply demon no matter what.,0,0.9557092040777206
28,god blessed man not ai,2,0.9647316098213196
30,the handiest thing ai can be used for is deceiving people and stealing their intellectual property or their trust. it's a giant thief tool. why is this not obvious to everyone?,0,0.965445801615715
31,fantastic presentation thank you! the last minutes showing many advancement i didn’t even know we’ve done yet now,2,0.9725477248430252
32,: i had that flight attendant! he was hilarious and a pleasure to meet. this was on my trip from harrisburg(?) to baltimore.,2,0.953105017542839
33,"""i am on the good list!"" guns... .our future leader...",2,0.9620649456977844
34,"anyone claiming ai will only be used for good ""because it would hurt ourselves"" forgets that mankind developed, used, and continues to keep nuclear weapons.",0,0.952830284833908
36,"humans suck, in on your side ai.",0,0.967904195189476
38,bullshit avoid dumb and can only work on pattern recognition. it can never be intelligent. its a case of huge repetition. this is fear worn nothing else.,0,0.9638137817382812
39,great. just what we needed—pygmalion universal.,2,0.9573615342378616
41,"to be fair, we mostly suck at arithmetic too. just set that ai up with a ti-+ and it's good to go.",0,0.9637941916783652
44,"very very very, good did",2,0.9698100835084916
45,we had a good run.,2,0.9572011679410934
46,this is so dumb. people are worried about ai going insane and wiping us out or turning us into slaves for some unknown reason. not because ai would suck but because we suck and we’re the ones originally creating it.,0,0.9654412865638732
48,"since there is, as we witness day in day out, so pittifully little natural intelligence at work wherever we turn - well why don't we make up for it with some ai?? does elson really believe it can get any worse? then i suggest him to consult the issue with - some ai.",0,0.9511799514293672
51,"must says that ai is dangerous and the single biggest threat to mankind, so he goes and creates his own ai company! sounds like must wants companies that only he heads - he doesn’t work well with others. if ai is dangerous, then it is dangerous no matter who the co is....",0,0.9562878807385764
52,i present to you.... the great filter.,2,0.9558649361133577
53,the perfect alive.,2,0.9515677392482758
55,fantastic production and spot on.,2,0.952500569820404
56,"i can't stand the sound of a narrating voice that is always with a british accent, some how ""david attenborough"" voice has become the standard voice for narration, it's disgusting, especially when it comes to artificial intelligence.",0,0.974645659327507
57,"ugh. that ai person, or whatever it is, is annoying of with its bordering monotony voice and its barely human appearance. cannot watch.",0,0.976294994354248
59,ai is bull shit those tucked ai roots are already attacking people stop building this ai shit before in and you will kill us all,0,0.977210208773613
62,"super brilliant presentation , thank you .",2,0.9667806506156922
65,little kid in gaze speaks perfect english ll.,2,0.9650312860806785
66,"give ai projects to aid humanity, like devise the best economic system for humanity and the best utopian gifts that they can give us . let them work on that until it’s perfect . keep it for the benefit of everyone having better ecosocio outcome and abundance for all",2,0.9534146636724472
68,"yeah sure. cheap ai roots possessing all medical knowledge and billions of hours of clinical experience. ...because, if someone really made something like that, consumer engineering would make money so difficult to get, that the bottom end of the economic bracket would struggle to pay for the electricity the thing uses. this world sucks!!",0,0.9657439887523652
69,"it seems like a cool idea, but the more i learn the more i don't like it...",2,0.954321026802063
71,"greed will be the downfall of humanity! nothing but that will cause us to fail catastrophically as this same scourge of the human make that has destroyed all past civilization. greed includes power, control, money, and drive but unfortunately used for the first more than the last.",0,0.9695533911387124
74,"nothing impressive about ai recognizing images and searching for relative information in second. glorified search engine, scanned, chat creator.",0,0.9630991021792094
80,"now. love your work, thanks for sharing",2,0.9756089568138122
82,"thank you for the update, digital engine..!! ai is both amazing and scar at the same time.",2,0.9647244811058044
84,ai is evil & dangerous!,0,0.9550951421260834
85,this is really cool,2,0.9602566808462144
87,get a job fixing shit. ai and machines can't work when they're broken. *think about it pose*,0,0.9577714602152506
90,thank goodness i'm studying ai,2,0.9523801922798156
91,"lets be honest. while ai is a great addition to our technology, the fact that amazon used indians to monitor the walk off stores, ai isn't going to do much.",2,0.9513845145702362
93,"ai will be useless once people lose their jobs, cause no one will use ai cause people dont have money havana",0,0.9627334674199424
96,org this girl is incredibly clever,2,0.9546851366758348
98,this is awesome thank you,2,0.9537651062011718
99,absolutely fascinating! ai escaping job landscape faster than we can say 'automatic.' are we all destined to become teach-navvy specialists or will human skill still reign supreme?,2,0.9546127518018088
101,i just saw a amazing film trailer from the 's made with ai..in years if your not mastering ai your effect...,2,0.9919535716374716
103,"love you tiny , you really rock it up",2,0.9533306121826172
104,"i’m not hopeful for ai and education system. almost out of left field, with no input from us teachers they are trading start test english writing portion with ai. instead of paying real teachers to to do this. worst part is that they announced this the day after students took the test. texas is screwed.",0,0.963692232966423
105,"very well reasoned and document presentation, congratulations",2,0.9633300304412842
107,great list but even these new ai jobs will be gone due to ai systems training other ai models and systems. and they can do it much faster and much more efficient.,2,0.961677223443985
108,the we is a global terrorist organization hellbent on controlling the world. they are all for ai.,0,0.9634173313776652
110,"brow, it's seriously stupid to find which job will be future proof. why? because this ai teach didn't already even got into our real world. we just don't have enough data to start predictions something. don't be fool :?",0,0.9521876335144044
111,this is fantastic content!,2,0.9812220811843873
113,"""*happy women's day - my mother's, my sisters, my friends - god bless everyone take care all long lives years and above all*""",2,0.9697424054145812
114,"ai wont be replacing jobs, its replacing the actual human. and this is dangerous as hell",0,0.959890842437744
115,love it!!!!!!!!!!!,2,0.9815491557121276
117,"it makes a lot sense, would love to be able to work on anything related to implementing ai into our workplace and find ways to not just replace people from their jobs but help enhance a better work life and productivity",2,0.953270360827446
121,"now, i can tell this took a lot of hard work. thank you for taking the time to putting this together. your content is always awesome.",2,0.956932932138443
122,"great insight on ai-driven career transitions! it's an exciting time for professional to skill and adapt to new roles that ai is creating, not just the ones it's replacing.",2,0.9546873688697814
123,whose going to fix do dam roots up... humans,0,0.956060826778412
125,awesome . love the data-driven approach behind everything you provided !,2,0.9662928223609925
126,"hallelujah!!!! the daily jesus devotional has been a huge part of my transformation, god is good was owning a loan of $, to the bank for my son's brain surgery (david), now i'm no longer in debt after i invested $, and got my layout of m $, every months,god bless whole mind anderson..",2,0.9569576531648636
127,good job tiny! i love your content!,2,0.982687485218048
128,ai jobloss? really?! next you’ll be telling me some kind of ai new world order will be taking over everything.,0,0.9526383727788924
130,the face can is a little big and placement is distracting from the into content but nice job thanks.,2,0.9622407754262288
132,thank you so much for helping us with this kind of content,2,0.9695847034454346
133,"appreciate the into, thank you!",2,0.9554919362068176
138,i'm glad ai is making breakthroughs in biology that will lead to possible cures in the future. it's a good thing we live in a society the prioritizes a person's well-being over profiting to treat their sickness,2,0.973995327949524
139,"awesome ""cardistry!""",2,0.958379065990448
142,"! the creation of ai is a bad idea, if you replace jobs that human have been doing as the population increase then how will pp live and pay their bills. this will lead to homeless people and civil unrest !",0,0.972831118106842
143,why did you call your carpentry not very valuable? it was awesome,2,0.95534947514534
144,healthy is stories about you in the future how long did each one last take the most happy of them and do.,2,0.9514200687408448
145,"greetings from russia, comrade andrew! your ai influence is top-notch! keep up the valiant mission of spreading knowledge and rescue the working class from the clutches of capitalism! workers of the world, unite! stay strong! vodka bottoms up!",2,0.9794893662134806
148,personally i don't feel sorry for the writers guild for now it just means that the creator don't have to watch the work they put so much into get butcher by some blue haired cry baby because it wasn't politically correct,0,0.9777571707963943
154,"i think is really bad idea ai to take louse jobs, like low wage fast food workers, or truck drivers. to create good for nothing workers? that is recipe for social disaster. ai to take jobs??? no wonder us is facing rising antisemitism.",0,0.9706838488578796
157,ai won't replace any jobs. some companies will use it as an excuse to fire people and then deliver a horrible product to paying customers.,0,0.9732280224561692
158,great stuff!,2,0.9767085909843444
159,"thank you, andre!",2,0.9572736024856568
162,love you andrew ty for all the good information and kind advise for” fun” also thank you for sharing your magical talent,2,0.986608788371086
163,now!! that’s was awesome,2,0.9836488008499146
165,"thanks for sharing < . i find myself talking with get everyday, an awesom super assistant.",2,0.9803841710090636
166,gyyyyyyat that deck spin was amazing,2,0.961913838982582
168,love the cards due! ships done!,2,0.9805703163146972
171,not going to lie andrew card is nice! but yes ai will speak up on us. it will be wide spread but under the reader and then boom it will take off right under our feet. so it’s best to have our own tools at the helm.,2,0.968364417552948
173,"the magic is back baby! love the scuffle example, there's a whole new world out there to explore! thanks are!",2,0.9702444553375243
180,let the both run wild to help the algorithm... thanks andrew!!!,2,0.95401801665624
181,"love the card trick and the content! ai is indeed starting to take over everything, including your comment section.",2,0.9826709032058716
182,due. why is their so much spasm in your comments? loved the magic during the into! your getting good.,2,0.9913415908813475
183,one of the worst influences on you tube and now he darling in ai ... he an ape !!!!,0,0.9508918821811676
184,beautiful hand work! . thank you for you.,2,0.9836504340171814
185,"the way you illustrate how ai works with the cards is actually really good, and easy to understand. it's easily the simplest way i've heard it described. i'm sick of people describing it like some artificial sentiment person on a computer screen like you see in science fiction. it's so, so much cooper than that!",2,0.9785547653834024
189,great content,2,0.9803348779678344
191,"it's amazing how skill you are with the card trick. but good job not trying to use that skill in making a living. it is very efficient making a money with that skill. but, it is still amazing. may be in the future you can make millions with that skill where the ai will be watching...",2,0.9659279137849808
193,happy monday everyone enjoy the magic,2,0.9548675179481506
196,great show with great information of current concerns. cool card tricks as well,2,0.9752738922834396
197,andre looks like a model in the thumbnail. great shot.,2,0.9559878259897232
198,love the card tricks!,2,0.9681216776371002
201,"ai just making up answers when it actually doesn ́t have one has convinced me that ai is my mother. mon, are you there? stop that. it ́s really annoying.",0,0.9636382162570952
204,thanks for your great work,2,0.9680963277816772
207,"here in germany the nasi-led political party and is already using ai-generate face photographs for their propaganda against immigrants. so... yeah, that's a thing.",0,0.965547412633896
208,"as a writer, thank you so much ann for bringing awareness to this. it's all fun and games with ai, until real life people and their jobs and livelihood are affected.",2,0.9616694847742716
210,"now ai is using other ai art as reference, making the result worse and worse. the more often ai art being used, the worse it gets.",0,0.95710688829422
211,ai is super cool,2,0.9751680850982666
213,"i just don’t want to live in a world, where hard and dangerous work is done by humans, while art and poetry is made by machines, that don’t even enjoy it. technological development is supposed to make all our lives easier, not sadder.",0,0.9659972041845322
214,ann you are just a pure genius. we’ve been watching you for a few years now and now i just am so glad to watch you talk about subjects you are passionate about. very well done as always.,2,0.9719968885183334
216,this is entirely beside the point but your hair looks so pretty here!,2,0.9778451770544052
218,"thanks so much for teaching us about this! i'm not super they, so i just feel lost in these conversations. it's so nice to understand more! and folly is adorable! can we see her more often?",2,0.963022917509079
219,i think one really interesting aspect of ai learning from ai is the linguistic aspect. it would be kind funny if ai stated inventing/hallucinations new phrases and terms that dont exist but because ai is learning from ai those phrases start popping up everywhere!,2,0.9509786566098531
220,"my issue with ai is that it replaces the real element. it’s artificial, face. i don’t like anything that is artificial or synthesized. the local highlight the issue so well. the people didn’t care for real trees. why would they, when they have the synthesis ones?",0,0.956706404685974
221,i appreciate your take on the subject! you always do such a good job of breaking down a complex subject into something easily understandable.,2,0.9829463362693788
223,very good work you are brilliant keep it up,2,0.9545446634292604
224,love love love your content. it's very information and helpful to our confused society,2,0.974662348628044
225,"fascinating information, and thank you for presenting it. also, i have to know what color nail polish you have on - it's gorgeous!",2,0.9755252599716188
226,the jobs worry is just ye old luddite fallacy rearing its ugly head again.,0,0.957903116941452
227,the internet mon we all need< much love to you!<,2,0.9775919169187546
228,thank you! i was so confused by all this. your explanation helps so much!,2,0.974339172244072
229,"as a translator i can tell you right now: our jobs are swindling because of ai. i truly believe that in about - years our job will be completely obsolete, and it depressed me every time i think that.",0,0.953538715839386
233,man that root's frog poetry was terrible.,0,0.9530621886253356
235,i love the range of topics you cover!!!,2,0.9689612746238708
238,i really like this unbiased reap / summary of all the issues around ai!,2,0.972109317779541
239,"ai doesn scare me, our got controlling it and the people controlling it is what scars me to death!!! exactly misinformation and straight lies!!!! even worse if got is allowed to control it, if they are't already!",0,0.9555774092674256
241,"i love your nails, you have great taste in nail polish colours, also great content...rebuking lids are my favourite, the ancient book recipe, so interesting",2,0.951939857006073
242,thank you!!!!!!,2,0.9708958983421324
243,: comments will close in minutes. thank you for your contributions!,2,0.9627715547879536
245,"your thoughtful and insightful analysis is so appreciated! great work, and a fascinating production here. thank-you",2,0.9791814088821412
247,"i love it when anne supports the wag,,, the world canadian bureau",2,0.9522846043109894
248,i absolutely hate ai and all that it stands for.,0,0.9710219621658324
249,this is a really clear analysis - the best i've seen - and very helpful. thank you!,2,0.97638201713562
254,"i really feel that students using chat get for their homework are being super lazy and dumb. teachers and professors already know what they're instructing students on, so, who really benefits from learning and doing homework? what are they supposed to learn if an ai does the work for them? why do they even pay for education, then?",0,0.9572059065103532
256,thanks for covering this very important topic!,2,0.9810785800218582
259,"brilliant and thank you. i feel confident that your job will never be replaced by ai because your warmth, integrity, sense of humor, family love, creativity, patience, imagination, and skillful hands can not be ""bottle"".",2,0.9659462213516236
260,the pick of king george as a snowballs made me laugh out loud but also is a pretty convincing piece of surrealism network. i never thought of ai being able to copy ironic art style before. how interesting!,2,0.988841474056244
265,"another issue, an ai was trained to take photo of women and digital produce a rude image with the actual woman's face attached. this is a huge privacy concern, and at least in the us, can also lead to that woman losing her job and/or being less likely to be hired, even if she never actually took or published any rude photo of herself",0,0.9573251008987428
267,"jose harley is a seditious traitor and does not represent the american people. good god, ai minute crops.",0,0.970938205718994
269,i just wanted to comment that that lip colour looks fantastic on you! it's so flattering.,2,0.9716714382171632
270,thank you for your clear and insightful commentary. i deeply appreciate it and i'll be sharing it with my family.,2,0.9539265930652618
272,ever wonder why we have to complete catch’s? we are unknowingly helping train ai and it’s unfortunate that there is an agenda behind the scenes. something good in the wrong hands is never a good thing.,0,0.9578515887260436
273,i think ai use should % count as plagiarism. he written side of things has been confirmed to be scraped from fanfiction webster. and as an author i hate it. it feels like an insult to creativity.,0,0.9655574560165404
275,so glad you are taking on ai. you are a reliable source. thank you.,2,0.983317812283834
284,i love you been watching you for years,2,0.9646880328655244
287,i love it! it helped me write code. i am not a cover,2,0.9741832852363588
289,"as someone who does applied ai research i can say that ann, expectancy, did a great job without being too technical in her description. keep up the great work!",2,0.9839477141698202
291,i love your shirt!! where can i get it?,2,0.9510234475135804
292,i love you! you are so sweet.,2,0.9845990300178528
296,very interesting ann!!! thanks for sharing this information!,2,0.9819140583276748
299,thank you so much for the education you provide. i always get so excited when i see you've unloaded. you're a bloody legend,2,0.9554409980773926
300,you manure is mesmerizing here. amazing -tone effect!,2,0.9568353533744812
303,"well done, ann! what a clever way to illustrate your point. thanks for making us aware of these concerns.",2,0.9823495745658876
304,you look great!,2,0.9837286114692688
306,"ai being ""confidently incorrect"" is a recipe for misinformation for real though, ""confidently incorrect"" is already a recipe for disaster",0,0.968217134475708
307,"i absolutely love how anne just shares knowledge with us, she does so much research!",2,0.9799865365028382
310,thorough summary. thank you.,2,0.952875554561615
311,ai terrified me. people will abuse it. this cannot end well.,0,0.968348264694214
318,"ai training on ai is actually only a problem for the company who runs the ai. what happens is basically breeding, you end up with a product that is completely nonsensical.",0,0.9589922229448954
