Timestamp,Username,VideoID,Comment,Date
2024-05-28T03:03:43Z,@rihasoftdhirajpatil6400,32cA8PUxN0U,https://miliarya.blogspot.com/2023/01/the-impact-of-robots-on-job-market-will.html,2024-05-28T03:03:43Z
2024-05-27T11:42:08Z,@Millenniumgameryatharth,32cA8PUxN0U,"Time varbad ho gaya , sab faltu ki bakwas tha",2024-05-27T11:42:08Z
2024-05-15T03:15:10Z,@mdnaiyar8580,32cA8PUxN0U,Artificial intelligence,2024-05-15T03:15:10Z
2024-05-14T20:56:58Z,@siddharthparabofficials...4314,32cA8PUxN0U,AI ki vajasei agei ka generation ko job nahi melega😊 future in risk,2024-05-14T20:56:58Z
2024-05-08T11:06:49Z,@InbisatImdad-cs8hp,32cA8PUxN0U,"How machine know about the whole history of human, how machine know about the our childhood history",2024-05-08T11:06:49Z
2024-05-08T11:06:45Z,@InbisatImdad-cs8hp,32cA8PUxN0U,"How machine know about the whole history of human, how machine know about the our childhood history",2024-05-08T11:06:45Z
2024-05-04T06:43:44Z,@mulanamuhammadashrafalithanvi,32cA8PUxN0U,AI may yahe tu kami hay ke emotions nahe hay.,2024-05-04T06:43:44Z
2024-05-02T08:30:59Z,@DarkBoy0089,32cA8PUxN0U,Kya kahu sir Bolne ke liye aur sunh ne ke liye  kuch bacha hi nhi.......,2024-05-02T08:30:59Z
2024-04-28T17:02:34Z,@shrikantsapkal991,32cA8PUxN0U,"Matalab kya? 
Still not able to understand What cannot be done by ai but done by humans only?",2024-04-28T17:02:34Z
2024-04-28T14:53:27Z,@Amarjeetsingh-hb6dx,32cA8PUxN0U,"AI Means Artificial intelligence 
But we have original Intelligence, you understand or not 
Thanks everyone..",2024-04-28T14:53:27Z
2024-04-26T14:39:53Z,@AnuragGaming-AG,32cA8PUxN0U,AI CAN'T BE BETTER THAN HUMAN BRAIN.FATHER IS FATHER AND SON IS SON.,2024-04-26T14:39:53Z
2024-04-25T04:10:18Z,@LetstalkinEnglish13,32cA8PUxN0U,Sandeep sir is great human,2024-04-25T04:10:18Z
2024-04-24T11:22:37Z,@rajparmar9743,32cA8PUxN0U,AI se hi puch lena chaiye ki us se kese bacha ja shkta hai,2024-04-24T11:22:37Z
2024-04-13T03:23:07Z,@Artidubefans-309,32cA8PUxN0U,Sir kya m kitchen k liye iska use kr skte h😊,2024-04-13T03:23:07Z
2024-04-07T10:46:50Z,@shriyaojha404,32cA8PUxN0U,AI kheto mein kaam nhi kr sakta,2024-04-07T10:46:50Z
2024-04-07T09:49:04Z,@pankajshah809,32cA8PUxN0U,12:45 bolo mat suno,2024-04-07T09:49:04Z
2024-04-07T08:11:14Z,@indiandog1008,32cA8PUxN0U,Very good information by Sandeep maheshwari,2024-04-07T08:11:14Z
2024-04-05T17:32:05Z,@newworld241,32cA8PUxN0U,He again and again hit towards there  may be he want someone to bring in his place,2024-04-05T17:32:05Z
