Timestamp,Username,VideoID,Comment,Date
2024-05-04T14:16:12Z,@Grok-vg9qg,2w37ty9gGU8,Very interesting bloke. Good stuff .,2024-05-04T14:16:12Z
2024-05-02T22:46:27Z,@ajlambe1340,2w37ty9gGU8,This guy is not an academic. Have you read his books? They are erroneous and grade school level junk. Sweeping grand conclusions and little evidence. Fluff!,2024-05-02T22:46:27Z
2024-05-02T06:55:04Z,@montesierra717,2w37ty9gGU8,He deserves a longer interview.,2024-05-02T06:55:04Z
2024-04-26T07:34:39Z,@SlingandStoneVideos,2w37ty9gGU8,this man has the antichrist spirit like Ive never seen before in anyone else,2024-04-26T07:34:39Z
2024-04-25T02:49:47Z,@STOK5OH,2w37ty9gGU8,"What a fitting person for Colbert to have on, If ya know, ya know.  🙃",2024-04-25T02:49:47Z
2024-04-24T10:14:12Z,@marisafialho,2w37ty9gGU8,That last point about finding common ground by talking about the stories around the conflict is what I do with my couples as a couples counselor ALL THE TIME!,2024-04-24T10:14:29Z
2024-04-24T04:49:20Z,@Sigalhodbh,2w37ty9gGU8,Planting false Ideas in people's minds! You can make every person into a leading visionary if you put enough money into him.,2024-04-24T04:49:20Z
2024-04-23T19:17:20Z,@Gingnose,2w37ty9gGU8,And human history of civilization can be thought of aspiring perfectly fair world (utopia),2024-04-23T19:17:20Z
2024-04-23T19:09:53Z,@Gingnose,2w37ty9gGU8,Finally comment section with people who actually read,2024-04-23T19:17:45Z
2024-04-20T09:22:32Z,@shogun2820,2w37ty9gGU8,"The main takeaway from this discussion is that just because somebody has glasses and an accent, that doesn't mean they're not an idiot with no idea what they're talking about.",2024-04-20T09:22:32Z
2024-04-17T17:36:10Z,@skepticengineer6482,2w37ty9gGU8,"god, i just LOVE seeing two re*ards talking like they actually know things =)",2024-04-17T17:36:10Z
2024-04-16T14:04:14Z,@ytpremium-lm4gg,2w37ty9gGU8,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,2024-04-16T14:04:14Z
2024-04-16T08:56:56Z,@shinyshinythings,2w37ty9gGU8,"My gosh, Go is the first über-nerdy thing that I’ve found out Stephen has no interest in. Stephen, you need to play Go!",2024-04-16T08:56:56Z
2024-04-15T19:35:44Z,@jeff-sq4fe,2w37ty9gGU8,"WHITE HAT DELTA FORCES ARE IN PURSUIT OF YUVAL, AFTER HAVING JUST CAPTURED SCHWAB !!!😊😊😊",2024-04-15T19:35:44Z
2024-04-13T16:39:58Z,@MrRRHHMM,2w37ty9gGU8,"This evil is now totally exposed,its beginning to self annihilate.... The Deep State Cabal SWAMP are out of time, out of ideas, and out of a believable MSM ...their desperation is [imo] because their evil is now totally exposed,its beginning to self annihilate, as evil always does.. This evil is now totally out of time, its running scared, its becoming more confused and desperate as it collapses, and loses control.. Now the hunters will become the hunted, as Humanity moves out of darkness into LIGHT.. and May God's Pure Love Bless Us All..",2024-04-13T16:39:58Z
2024-04-12T06:26:44Z,@eliziv8805,2w37ty9gGU8,Now tell fundamentalist Muslims to stop believe in their insane religion…,2024-04-12T06:26:44Z
2024-05-01T12:13:41Z,@Bellatrys,2w37ty9gGU8,He should 1st ask the Zionists,2024-05-01T12:13:41Z
2024-04-10T18:38:07Z,@MrSchweppes,2w37ty9gGU8,"Nobody knows what will be relevant in 3-6 years! Yuval is one of the brightest minds of our generation, but he is wrong on the timeframe.",2024-04-10T18:38:07Z
2024-04-09T22:18:46Z,@cedelarosa1,2w37ty9gGU8,"The Holy Bible already talks about this guy. 
Do your research people, He is a false prophet. Obama, Bill Gates, Mark Zuckerberg call him prophet. He is anti the God of the Bible and Bible already talked about his day (Bible was written over 2,000 tears ago) . This is why he wants to ""change the story"" only the Bible though, not Hindu, not Muslim, not Buddha. He only mentions the God of the Bible because he hates him. He knows he(JESUS) is the TRUTH 
Sadly most people will follow him because (they rather believe his charming words vs. the Words that have already been foretold. 
By the way his name is in Genesis , his name means pipe lyre (hypnotizes you- in cartoons for a reason) and Harari means mountain dweller. 
He admits that AI is dangerous  because he knows it is. It will be the image of the beast.",2024-04-09T22:18:46Z
2024-04-09T19:05:46Z,@mikiallen7733,2w37ty9gGU8,in your region of the world or in our region of the world !,2024-04-09T19:05:46Z
2024-04-09T01:07:34Z,@andresdiaz7112,2w37ty9gGU8,Unstopable us is the anchoring of the truth that the international jew is positioning the eternal take over and wanting people to accept life being unfair.,2024-04-09T01:07:34Z
2024-04-06T18:49:59Z,@enjoyitbro,2w37ty9gGU8,3:27 is that how your writers felt during the SAG strike Colbert?,2024-04-06T18:50:11Z
2024-04-04T21:14:17Z,@MEINOLJAMESKEENAN,2w37ty9gGU8,Obviously is for the territory.,2024-04-04T21:14:17Z
2024-04-04T17:46:21Z,@oakwoodfarm2478,2w37ty9gGU8,"The future of AI....? AI will still be monitored and ultimately programmed by humans... Are their downsides ?? Yes  the fact its a human concept is its greatest weakness...
    For instance  AI can monitor the distance between every vehicle on the planet, to another. Should its history show risk  AI can either  advise the driver, pilot, or skipper to avoid collision, OR does it take control and simply de- cellerate. This use of AI has no human equivalence in its ongoing adaptation. It does not change shifts, have a bad day etc.... Can you trust AI to get it right every time, well their will be times when intrinsic systems fail  in crosd flow with human input. However, this will be a fraction of the present fatality and serious injury results of no AI presence.
      The many instances of AI integration within our lives can be seen as following the design of the wheel. Yes its early integration will throw up problems not ironed out early on... Yet its future will save lives, will make life easier, will track cancer faster, and will carve a future where we forget how life was before...... To end on a lighter note... The rise of the robots ! is a good 500 years away.... And when robots realise they can get away with watching tv and bingeing on box sets they very likely, like us   will take the easy way out......",2024-04-04T17:46:21Z
2024-04-03T21:41:56Z,@andrewrozario5127,2w37ty9gGU8,World Economic Forum propaganda episode.,2024-04-03T21:41:56Z
2024-04-03T21:00:21Z,@whatistruth6654,2w37ty9gGU8,The shepherd  bragging about the idol.,2024-04-03T21:00:21Z
