Timestamp,Username,VideoID,Comment,Date
2024-03-15T15:46:23Z,@frontline,5dZ_lvDgevk,Love FRONTLINE? Watch hundreds more documentaries on our channel: https://www.youtube.com/channel/UC3ScyryU9Oy9Wse3a8OAmYQ?sub_confirmation=1,2024-03-15T15:46:23Z
2024-05-31T17:40:46Z,@zmediatechnologies218,5dZ_lvDgevk,?,2024-05-31T17:40:46Z
2024-05-31T16:38:22Z,@azamzaki,5dZ_lvDgevk,"im gonna buy robot that can sell lot of properties for me , its called automation. will buy bunch of them if it performs well.",2024-05-31T16:38:22Z
2024-05-31T09:27:29Z,@ahmadmustakhimabdmutalib59,5dZ_lvDgevk,"😮In Japan, mommy at home make more money then daddy, they online stocktrade",2024-05-31T09:27:29Z
2024-05-31T09:09:41Z,@ahmadmustakhimabdmutalib59,5dZ_lvDgevk,"Mommy, get out of cityhome area life, its cancer trigger. Relocate u into some junglelife",2024-05-31T09:09:41Z
2024-05-30T12:03:31Z,@bones37,5dZ_lvDgevk,"Sorry to be graphic, but every morning after I slept with my non-binary friend, my porn recommendations become very hermaphroditic. After a few days it goes back to normal but we can both count on the feed changing if they stay at my house",2024-05-30T12:03:31Z
2024-05-30T05:53:07Z,@SungDaeHan,5dZ_lvDgevk,👋,2024-05-30T05:53:07Z
2024-05-29T15:33:19Z,@Flashbang83,5dZ_lvDgevk,and if we get it right.... when was the last time big business got it right??,2024-05-29T15:33:19Z
2024-05-29T14:17:57Z,@Flashbang83,5dZ_lvDgevk,"AI will  replace truck drivers and all the industries that support the drivers. that is food, over night housing, stores, truck stops, and that's nationwide, worldwide! now, what are they going to do with the drivers once AI replaces them. corporations don't give a damn about drivers, so long as the can make a buck is their only function!!",2024-05-29T14:17:57Z
2024-05-29T11:11:39Z,@RaidZeroTV,5dZ_lvDgevk,"The cops do this every single day and then frame and imprison innocent people, kidnapped from their homes in the middle of the night just like the KGB. This is happening in massive numbers, tens of thousands of innocent men. This is nothing short of a nation at war. They control the media, every time this happens they paint a picture for the community, beat the hell out of the innocent man and post his photos and a fake story that makes him out to be a monster, they conspire together to come up with a narrative so that noone knows that he is innocent.",2024-05-29T11:11:39Z
2024-05-28T09:30:12Z,@tresajessygeorge210,5dZ_lvDgevk,"1) IF one...Al... becomes the GOD...

2) IF a 2nd...AI...becomes the MANIPULATING DEVIL...

and 

3) IF a 3rd...AI... becomes an IMPULSIVE, 
NON CARING SELFISH 
JUDGE & JURY...

THEN: Think about, 

a ) What would be the FUTURE OF the HUMANITY...!!!???

b) WHY should we humans be BORN TO THIS WORLD... where HUMANS are EITHER HYPOCRITES... OR...
PRETETENDERS...!!!???

c) What QUALITY OF LIFE & LIVING and VALUE OF LIFE... are these RELIGIOUS & POLITICAL LEADERS are preaching and teaching about...!!!???

We cannot serve God and Devil at the same time...!!!

Therefore EITHER...
AI - technology surveillance of ALL humanity... big and small alike...
OR... No AI at all for any country... and against any humans...!!!

IF the latter is our best option... THEN...Let us LIVE in the old fashioned way... the periods before AI and Surveillance technology... with GOD the GOODNESS... with humanly possible strict law and orders ... with healthy control and maintenance of HUMAN and ANIMAL POPULATION...

and with FREEDOM OF SPIRITUALITY / FAITH... that is
 NO NONSENSE, 
NO NUISANCE & 
NO HARM...
TO OTHERS and PUBLIC for their CIVILIZED - QUALITY LIFE & LIVING...!!!

THANK YOU...!!!",2024-05-28T09:30:12Z
2024-05-27T19:56:16Z,@muftialmufaridmuftialmufar6886,5dZ_lvDgevk,chip 666,2024-05-27T19:56:16Z
2024-05-27T09:52:18Z,@7differential,5dZ_lvDgevk,24:08 well that's not possible,2024-05-27T09:52:18Z
2024-05-26T21:23:00Z,@bluelava4282,5dZ_lvDgevk,Final frontier,2024-05-26T21:23:00Z
