,Comment
0,"video resonates us! faced similar challenge developing bitdoctor ai, overcame toi. game-changer us."
1,"however, ai developed pharmaceutical technology, could ai used negatively that, like composing number poisonous compounds used kill lots individuals?"
2,"really like illustrative video enjoy story entire execution. far topic concerned, seen sort problem healthcare life pulse network making things easier making decentralised, affordable, accessible all."
3,https://thearshblog.blogspot.com/p/man-made-intelligence-meets-medical.html
4,excited person artificial intelligence medicine
5,https://thearshblog.blogspot.com/p/man-made-intelligence-meets-medical.html
8,terrible path cause brain rot i'm traumatized mind-pre-recording-like visions like h games made regret 4-even 6 years back. make nh.
10,"lol another scam nice sponsors have, bro"
16,ai groundbreaking technology
19,"reading , yes ai might take jobs , yes unsustainable much children cannot think anything new everything world already developed , humans figure something survive, always chill focus present !"
20,jesus saves!!! ai!!! choose jesus!!! people please careful choice!
21,first thing programmers chatbox teach woke. taught lie. there's reason expect full blown ai different.
22,ai distroid humanity.
23,needs way transparency companies like open ai google big tech companies. guarantee goons silicon valley making ai woke ideologist.
25,unfortunately people deep dystopian fantasy
26,"could definitely see ai used positively reverse human-caused climate disasters create sustainable future earth, well assisting disabilities, optimistic take refreshing hear amongst people predicting end world hands ai anything along train thought."
27,long keep procriating like rabbits theres 10% survival adopt cockroach mindset 100% survival inteligence regardless artificial natural
30,"opinion ai like yin yang, good bad things us"
33,ai saving humanity make things better world great video man :]
35,"matter anyone thinks ai, good bad, stopping anyway. best plan inevitable future."
36,"food safety problems overall poor quality many products due high labor costs ai could solve. also, much recycling could done. many car parts used rebuilt, thrown away. ai could reverse trend."
38,"general ai key entering golden age humanity, also powerful thing stop greed power."
39,always believed artificial intelligence would promising future would reason human happiness improve people's conditions. thanks bringing topic.
41,im tired people saying ai going destroy world blah blah blah ai save humanity like first ever technoligy actually making real transformer
42,got rid war would worried.terance mccenna great last talk ai..i think called object end time .
43,"want ai give healthy food healthy mindset everyday meet good people great things, quality life."
44,"finally someone, sees ai something good. life greater ai."
45,"ai also remain politically neutral, instance ask chatgpt say one thing negative white people tell you, ask say one thing negative black people won’t tell you. also won’t say anything negative pedophiles people identify however want."
46,"awesome, thank you."
48,thank positive spin ai
49,camcer allready solved. formula: stress + relexation = cancerfree. ai confirm it. youtube dr. gabor maté.
50,dont fear ai passes turing test. fear ai intentionally fails turing test.
52,"artificial intelligence is, well, artificial! fake, real, fantasy.... part slave master tweaks gears???"
53,ai voice aperture voice
56,"ai wont fix death problem!!! gonna die regardless, nothing ever stop humans dying"
60,completely agree comments. people keep missing bigger message overall effect ai tech. would ensue
63,"then, program robots make feel convenient."
66,yes!! unfortunately got opportunity use gpt 4 :(
67,"agree. ai evil, tool, problem big-techs governments going it. despite work less improve life social spiritual ways, capitalism leave us it."
73,"amount delusion attachment made concepts people like display weird say least, humans desperate personify machines can’t personify anything isn’t person, things never personhood character"
74,sounds like baloney. ai emotions like humans
