,Comment
0,ai could come better script one.
4,rest us do?! least half dozen things think working. first would ai figure make money work. mean acquire passive income.
6,ai eliminate climate change cure diseases killing us
9,"he's back, he's fire!!! thank jon stewart!"
11,workers made ai could therefore control would problem
12,don’t even know ai works. yet make predictions. see..
16,"think rapid change ai would bring would also make people realize jobless people also need way live. there's nowhere work, hope something simple ubi would considered. or... well, learn history again."
17,"one little detail, electricity, ai!"
19,i’m glad i’m going trades.
20,ai going clear hillside fire season ?
21,"craziest thing ""tech bro"" saying ai's better fire electricity. mean, mean blow minds there...but ai possible electricity power computers ai run on."
22,"ahhh, fight it. love comment coal workers ""up skilled"""
25,so.... artificial intelligence profound sun. utilize artificial intelligence create sun....globally.....as easy sun it? really!?! doubt that.
26,"use ai help youtube comments dyslexia... comments make sense 60% time, every time."
27,"pretty much social economical problem. ai peak, almost everything that's ""business"" related done ai! means need new economical system. agree jon? (much love algeria)"
28,whole video dumb. machines replacing people hundreds years unemployment lines stay length. cost savings generated automation increase demand products creating new jobs. pick book jon.
30,"taking technology exponentially increase humanity's productivity, instead making everything better, enrich people, end day worthless group, workers built ai get paycheck pink slip"
31,ai ability free man work. capital pigs eventually fail.
34,"almost like capitalism toxic/lethal majority humans animal life. capitalism based sharing, kindness best practices. based serving thy self else, period."
38,"becoming obvious set things go rails laid? information power! thats imo still call pocket pcs. ""phones"" laptop makes phone calls ? iphone mini imac. ai mixed w\mini imac. one could control information? control information? control ???"
39,"get xray lately jon? search ""vignettes modern radiation workers"" 1979 mit vault john g. trump invented xray machine particle accelerator"
41,ai solving climate change simple. remove humans. problem solved
42,boomer opinions ai matter
43,"electricity needed run ai, electricity fails, ""the baseless fabric vision... shall dissolve, insubstantial pageant faded, leave wrack behind""."
44,tech less jobs.. lazier become... use less brains etc...
45,govt knowing ai works scary people program ai understanding works. already point. idea machine learning llm everything else coming lot results. insanely complicated human minds.
46,hardly wait ai take over. universal income plugging mushy brain receptacle everyday. ahh american dream
48,ai = automated intellectual property theft
49,10 surprising jobs humans ai era! https://www.youtube.com/watch?v=eqjugdkrbqi
50,"wrt first item, women tailgate art long biden..no outrage?"
51,pay health insurance job even disease cured ai :)
53,least happy ai ban video :))
54,"ai going fix sam altman's extreme vocal fry? imagine rich, also anyone want listen say longer 5 seconds."
58,"welcome back daily show, jon stewart. now, we?....."
60,people don’t realize it’s shadow companies like blackrock vanguard control large corporations pushing ai. investor companies driven pure greed. since control large numbers voting shares able dictate policy (such headcount reduction) companies control.
62,htf pay bills? like.... pay us let ai
64,"big con job make money already morbidly rich. dangerous fire electricity. remove jobs, us remaining jobs, work even longer hours."
67,anybody throw coal furnace learn program?!? really?!?!? wow! :o
68,"yeah human tax also know people, whole reason economy. one paying human tax going sell products ? love tech bros basically thought first step, always fail go further."
70,11:42 - 12:01. america's elected representatives declaring lack qualification job. brilliant!
71,height hubris suggest ai greater thing even makes possible - electricity!!! morons!
74,true computers humans would great...
75,stand say horrific straight face
76,i'm wondering put toast toaster??? people watched scifi tv ai tries destroy mankind?? i'm hearing genz using ai mostly create crude pictures artificial girlfriends.
77,"""it would appear though joe biden restrained back"" legacy media moment...."
78,arguing ai bad thing take jobs dumb blocking transition clean energy put coal miners work.
79,ai evil!
80,"... ai ----- new term antiquated term ""computers"" (ai hype generated walls street ....so invest now)"
83,watches daily show? ever since wokified none ever watched real world people
85,excellent
89,"ai starts spitting bad data without enough people check work, blame remaining workers spotting"
90,"point ai achieve utopian potential hands people and/or workers, open transparent use. hands microsoft et al it'll replace jobs generate profit."
92,"""it brutal think like human"": ""machine men machine minds machine hearts."""
96,"love jon, far ridiculous. start getting head around idea post labor economics...most jobs going disappear, simple that."
100,yeah i've spent lot time researching ai effect world let tell ya... frightening sounds. experts know little what's gonna come is.. comforting.
103,"agree everything jon says, he's amazing funny sh**. feel cheated bc thought coming back real certain days week. or, one day per week month something..."
105,"john stewart understand ai is, even close."
106,companies using ai must pay additional taxes... provide everyone basic monthly income.
107,ai end us all. fiction truth one!
110,day robots learnt fix robots it’s
111,jon! amazing! thank coming back! need brotha!!
114,thumb nail video feels like something skynet employee would make
115,actually use ai beat hiring systems now. yes. get job use it.
118,"already can't find job literally save life come that's today's world generation current generations existing part rapid ai expansion, capability learn skill set"
120,he’s amazing
121,ai ?? end nye sky net destroy humanity !! really bad austrian accent !!! back !!!!
127,brilliant
129,think ai going need people defend it. eventually ai comming jobs too. last time p. biden shoveled coal?
131,glad man back.
136,"although quite recently, ai agents *already* exist. digital equivalent ""prompt engineer."""
138,i'm happy jon came back :)
141,thing ai used subversively enslave humans... that's literally
143,outrage biden decal amazing
145,"absolutely, ai improve quality life... buuut, everyone. :)"
148,"old arguments posited automation people even sabotaged machines fear would replace people, 250 years ago!"
149,politicians without clue! whe f**ked!
150,"ai, giving us time world longer money anything."
154,"yeah, want implant ai brains, control us need. robots walking dead produce products"
156,excellent !!
160,"well whole idea technology reduce amount work do, duh. inevitable technology would progress point capitalism viable option maintain society."
161,"would nice media would stop calling generative algorithms, ai. fundamentally different."
164,jon right making joke help us digest better thank
166,know jon stewart back! (i'm australia) awesome! funniest guy ever!
167,already like ai like people
168,wouldn’t issue ai replacing us work; stop working kind assurance give still function apart ai/human society? wonder elon musk nerutonlink could also factor future might have. problem ai right used tool business make profit.
170,people poisoning supply chain. forcing ai lie hide truths going profit few. starving many. thats humanity's greatest gift. homeless jobless everyone ? great work weakest members society great job
171,2:30 video. came video https://youtu.be/cddfv3pg8eo?si=pefblgksc98s_plq idea jon back daily show awful trevor noah. yes live rock apparently. i'm definetly watching daily. love jon
172,"given state entertainment industry, yeah, ai massive improvement life me."
176,"anyone seen famous mcdonald's scene michael douglas movie ""falling down""??? people replaced ai compassion common sense want job first place?????"
177,ai always came promise labor replacement. one hiding covering up. weird frame like heads industry never acknowledge talk it. cherry-picked optimistic segments interviews. clips came hours long projects talk dangers downsides.
179,"back 80s-90s making movies ai took world, killing humanity, we’re inviting homes"
181,"disturbing reflects mindset supporters, sharing it, encouraging mindset. see january 6th details."
182,"clearly, need replace investors executives ai, stop paying entirely across industries."
183,ai image generation content generation remotely thing
184,"someone like zuckerberg promotes ai, know bad time pack run. ban it."
185,ian timcast irl would awesome interviewed topic.
189,people religious zealots ai
190,"ah vanilla bean ceo saying ai important first fundamental techs ? like fire, cloth/textile, wheel. jump started civilisation tech companies destroyed better half last two decades..."
195,jon best. love comedy!
198,ai exist. created artificial intelligence. robots still learn teach themselves. still memorize digitized. real thought.
199,ai = indian + mark zuckerberg
200,what...! cant wait main media gotten rid off!
202,ai gonna make lives better?! said computers. fool us once...
204,"thank john, missed"
207,"wait! saying work underpaid meaningless job, could instead focus actually important me? sounds awful."
210,dont put eggs anyone basket claiming self learning ai something people wrap heads around yet
211,"thoughts ai. anytime ask, ai things reaction would seen smart ask would look like could anything preset reactions made it. showing ai false term use grab name smart made look way"
212,"lost job last week ai. i'm translator bosses decided better ai ok job actual human even correcting it. never dream job still, bit surreal"
214,i'm really worried ai computer smart person programming it. trash out.
215,ai + basic income
217,"ai big scam - watch latest incarnation crash burn ""ai founders"" jail years."
218,"need deep 'fake commity' monitor maintain real fake, mirky water, judge way, preposterous"
223,even replace human ai create products services truck going sell job?
224,ai cure diseases climate change removing need people. what's hard understand like
225,"""ai"" clippy bigger database. useless annoying"
227,"14:20 except... first real replacement ai targeting artists. music, visual arts, etc first major struggles."
230,see ai pics trump black neighborhoods joke anything else. prosperous know they’re fake.
