,Comment
0,https://miliarya.blogspot.com/2023/01/the-impact-of-robots-on-job-market-will.html
2,artificial intelligence
3,ai ki vajasei agei ka generation ko job nahi melega future risk
4,"machine know whole history human, machine know childhood history"
5,"machine know whole history human, machine know childhood history"
6,ai may yahe tu kami hay ke emotions nahe hay.
8,matalab kya? still able understand cannot done ai done humans only?
9,"ai means artificial intelligence original intelligence, understand thanks everyone.."
10,ai can't better human brain.father father son son.
11,sandeep sir great human
12,ai se hi puch lena chaiye ki us se kese bacha ja shkta hai
14,ai kheto mein kaam nhi kr sakta
16,good information sandeep maheshwari
18,ai इंसान से ज्यादा आगे निकल जाए गा 100 गुना नही कई विलयन आगे निकले गा
20,ai understand emotions emotion
21,"adhyaatam. ai nhi kar sakta, chahe kitna bhi developed ho jaye!"
24,kisi kisi waqt tou sir ap say bhi der lagnay lag jata h ...aise lagta h ap khud ai hain
25,matlab short ai bhagwan..
29,"abhi sab company ko fayda chahiye isliye kam investment mein ai se kam karwa lega , insan ki naukri jayegi baad mein ai ne hi humans ko business bana lega"
30,abhi bhi time hai human chahe kisi business ko successful unsuccessful kar sakta hai wohi karna hoga
31,"abhi technology se business ho raha hai , par badme ye technology hum sabko business bana lega , jo abhi suru hogaya hai"
32,"aap akdum mera soch ko apne awaz mein bola sir ,iske baad kapre ki khana khane ki bhi jarurat nahi hoga kyoo ki ai driven world hoga wo aisa hack karlega ki khana ka zaroorat nahi hoga insaan jaldi jaldi marta jaega"
33,"aap jo bola ye kharap bhi wo karega thik bhi wo karega ,aisa hi hoga agle 10 salo mein jaab doctor ki kami ho jayega ai ko doctor ki training dena parega kyoo ki doctor ki shortage hoga wo shortage hoga isliye ki hum sabko nachne se reels pe paisa mil jata hai itna padai kon karega"
34,sir aap ki batain aaj se 1000 saal baad bhi sb ke liye margdarshan banegi...
35,bhaiya ai jo hai vo jisme jitana data dala jayega utna hi vo aap ko batayega........lekin humàn ka jo mind set hai vo bahut intelligent hai usse koi bhi nhi hara sakta
36,google map use prims algorithm find best way
38,"aur mujhe lagta hai ai sirf wahi ker sakta h jo usne learn kiya h , jiske bare information abzorb ki h , jabki every humain har uss new product ke bare kuch na kuch zarur soch sakta hai jo usne kabhi dekhi bhi nhi h, aesi condition ai error de sakta h , aur humain mind new product lonch ker sakta hai jabki ai aesa nhi ker payga..."
40,ai best world growyh
41,"""uss jagah pe kya hota hai, karne ko kehne ko kuch vi nehi reh jata hai..."" see, feel realise depth line find actually love sandeep maheswari sir..."
43,rajnikant robot
45,sandeep mareswari gaet motivenai sir
46,sir ek din app ki bhi jarurat nahi hogi kyu ki ai app sa bhi jada aacha sa samjha sakte ha
47,sir app ne ai ke bare bahut achche se samjhate ho thanks sir ai par video banao sir
48,"ai still input form time elapse......we humans switch inputs, thoughts senses never switch time long alive....."
51,ai spirituality dono eksath aaraha
52,ai like..- motivated sir.
56,superb sir
59,great session sir
61,"thanks nice video. love bangladesh. - tuesday, jan 9, 2024."
62,type clothes want buy ye ai nai le sakta decision
64,sir think ai cannot give motivation speech like you. ai infinite knowledge. ai heart like human.
65,sir ai meditation kar sakta h swimming kar sakta h sir ai khubsurat ladkiyon ko छेड़ sakta h jaise human छेड़ते हैं जल्दी बताइए सर ai se v fast
68,ai kisika mind reading nahi kar sakata
69,"useful video like always , new blog benefits daily exercise, https://amjadinsights.blogspot.com/2023/12/benefits-of-daily-exercise.html"
73,"ai sub kuch kar sakata lekin leadership kabhi nahi kar sakega. example ai kabhi bhi logo ko inspire, motivate nahi kar payega jaisa actual human personality kar sakati he."
74,ai jee advance ka question solve nahi kardh sakti
75,ai insaan ki tarah chutiya nhi ban sakta jo apni mot ko khud bulaye
77,anaj nai uga sakti ai wo kishan nai ban sakti
79,ai चोर mind hai
81,kiya ajjeb batain kar rahe hain sir simple hai insaan ai bana sakta hai ai insaan nahi bana sakta. sandeep sir se ziada logical woh jawaab dene wale bachche hain.sir hain insaan magar robot jaisi baatein ka rahe hain .
82,kya ai vipashyana saadhak ban sakta hai ?
83,तो sir jab ai बना है। तो आपके कहने से मुझे लगा रहा है । की इंसान की जिंदगी तो बहुत बड़ी खतरे में है।
87,really good information.love pakistan
88,"ai abhi bachha hain ! bar raha hain ! extrem inspiretion nehi de sakta ! guru ka kam , maa ka bhumika, ek beta nehi ban sakta !"
89,sir ai humans se jyada super mind rkhega anevale time vo hr kux manav se jyada krega vah manavta ke liye khatra bhi manav se jyada krega jansankya bhi bda sakte h vo ase robots bnane saxm honge jo aj ka manav nhi bna pa rha h
90,ai mai itna dam hai dhoni se jyada tez stumping karke batao ..
91,"ai आसक्त नही करता वो आउटपुट देगा ,जो भी करने मैं और हम सब आसक्त करते है और ai kabhi bhi nahi karega ai kitna bhi ban jaye par"
93,making money marketing ai makes human ai. human
94,ek aur chij ai nai kar sakta - sex . teen ka dabbe loda dalega kya ?
95,sir hum binance pay pesy invist krty hain. ab agly smye mein profit ho ga ya lose . ai hmein nai bta sktta .
96,ai इच्छा नहीं कर सकता। मुझे सुधरना है। ऐसा सिर्फ मैं सोच सकता हूं। ए आई नहीं। जिस दिन ए आई इच्छा करनें लगेगा। उसी दिन मानव सभ्यता का अन्तिम दिन होगा।
97,ai become god human.
98,ai become god human.
101,https://youtube.com/@vlog_with_entertainment?si=uzjnwr2p01oz1c4o
106,ai cant impulsive
108,ai ko kisi bhi chiz ko lene ki ichcha nhi h
109,ai thought nhi la skte h khud
111,sara bakwas hain bewaqob insan ai kes ny banaya hain human ny banaya hain tu es ka matlb hain ai replace human
