,Comment
57,well love ai brother lliama3
60,"think ai boon society large, wrong."
66,people already afraid ai. don’t scare more. ai generate job save humanity.
67,candy tube.......ok love u hot asian chicks 007 made tv movies
72,said “a bamboo curtain...”? racist undertone
83,"kill ai now,or life know it,will gone"
84,j'apprécie énormément ai
87,we're screwed. people use strictly good. bad guys always ahead good.
88,love china. every country learn lesson.
91,government banned ai? people voted become government. ai can’t vote. people eliminate ai
133,china right thing ai tracking ...look us fking mess
137,iiiiiii. want. mony. maid. from. infermation gov. corporate emedyetly stolen information
138,ai and.ia fall shot. of. spontaneity emotion u take good look ur future perception. realize mike labonte
140,what. recorce to. invest someone tell. me. pleazzzzzz. ai
153,ai rule world
154,seems like ceo's job could easily replaced ai.
162,"""robots pay taxes"" well said!"
163,dangerous whole world ai out-developed china.
214,simple understand ais would beat humans. ais remember everything....
215,"great, still like industrial invention see solves bigger issues"
218,much hate worry? love generation ai hope gets better better
223,good luck china
224,"aiwill remove jobs, us definitely affected, nearly much china."
225,interesting
232,ai predict person becomes homeless?
236,"now, invent driveless autos different typical autos. teachers replaced ai ."
237,great job allowing ai take world.
239,"ai, worse happen regular guy, me,,."
245,alastair mctarggart
257,"real failure unions, robots."
259,eep opp ork ah-ah ai overlords.
261,“it job “ well replace robots
263,happens hacked entire supply chain shut
275,know what's crazy? thanks edward snowden proves u.s.a. keep saying china bad gay.
276,excellent. thanks
282,5 words: captain america vs iron man pick side
305,people die kinds things. artificial intelligence make us die new things.
316,ai incoming tsunami...
319,drivers more. good truck drivers.
320,"unfortunately, inherantly going used control humans."
323,could watched hours. excellent documentary !!!!!!
324,guys good story telling
332,"people worried we'll starve because, robots hired humans."
333,robots heart run pedestrian down.
334,hoping make robots like short cercuit form human beings act stories entertainment.
337,think homelessness problem wait. people always things bite ass!
338,ai create communist society one works wages everyone high standard living.
339,great! goes job!
355,11:11 california tome knock wood might give good luck
364,ai jobloss? come on! get real. next you’ll telling ai new world order taking over.
368,interesting many interviewees speak english...!
374,"trust me, i'm gay dan ceo good looking iq 9 off10 ."
381,way subvert machines built
383,ai new peeping tom’s.
388,ready ai.
391,idiots think cashless society good thing
392,ai bad idea.
406,people made ai people owns ai government one percent
425,nice
432,ai predict winner battle war?
433,"truck drivers lose jobs machines, wont tht destroy economy?"
443,"one, welcome new ai masters."
444,wow! ai’s imagination schizophrenic!!
446,ai huge medical world. i'd trust ai doctors opinions medical treatments serious diseases.
452,"ai ai ai ohhh! flush it, along proponents!"
459,"climate change, plant tree? there's new innovative idea, wow!!!"
504,"don’t live china , turkish going china complaining it."
