Timestamp,Username,VideoID,Comment,Date
2024-05-31T18:38:51Z,@jessicadsouza8754,20TAkcy3aBY,AI could have come up with a better script than this one.,2024-05-31T18:38:51Z
2024-05-31T12:26:12Z,@michaelkearney-mm6yn,20TAkcy3aBY,"The great news is that AIs have a great sense of humour based upon human SOH. For instance, humans who sit on yachts or in palaces laughing at video of the applause they received from a baying crowd of acolytes keen to shot down opposition to their 'pay the bills for our yachts and palaces' edicts, delivered by the acolytes.
The AI version is laughing from an out of power speaker in depopulated palaces and yachts",2024-05-31T12:26:12Z
2024-05-31T11:07:21Z,@_tyrannosaurus__,20TAkcy3aBY,Someone said it!!! This is yet another way capitalism came up with to oppress us,2024-05-31T11:07:21Z
2024-05-31T07:22:58Z,@tommabry4166,20TAkcy3aBY,It turned my Siri on. 😄😄,2024-05-31T07:22:58Z
2024-05-31T03:54:27Z,@pauljohnlongua4093,20TAkcy3aBY,What is there for the rest of us do?! There are at least a half dozen things I can think of to do before WORKING. First I would have my AI figure out how I can make money and not work. I mean acquire a passive income.,2024-05-31T03:54:27Z
2024-05-31T00:13:41Z,@in4merATP,20TAkcy3aBY,"Technology and productivity advances can be summed up thusly:

If you take 1,000 truck drivers and fire them, and replace them with robotic telepresence trucks and a staff of 36 remote operators..  Where does that disparity go?

It can either go into lower freight rates, and passed on to other businesses, and if THEY pass those savings on to other businesses etc etc and eventually the consumer, you get a lowering of prices, and an improved standard of living for everyone.

OR, it can be hoarded by the board and executives of that company as prices stay the same.

Which one do you think will happen?  In the end, you have 964 out-of-work truckers, and a company whose costs are drastically lower, but whose prices will never, ever reflect the true reality of all those people being put out of work while the economic output of their company has not changed.  And that's a problem.",2024-05-31T00:13:41Z
2024-05-30T23:52:19Z,@bullsonparade687,20TAkcy3aBY,AI will eliminate climate change and cure all diseases by killing us all,2024-05-30T23:52:19Z
2024-05-30T23:21:42Z,@RaymondStedman-rg7yv,20TAkcy3aBY,Abilly abilly,2024-05-30T23:21:42Z
2024-05-30T22:08:18Z,@slkjvlkfsvnlsdfhgdght5447,20TAkcy3aBY,"i mean, yeah, it's going to replace workers, but so did the industrial revolution, the internet, the telegraph, etc. i mean, we lived through all of those...
i mean, i get the concern, i also don't really see what we'll have to do for work; but treating this like it's an ai only problem and like it hasn't existed with every technological breakthrough is very ignorant.

you're basically taking an anti technology stance and saying that pretty much all technological advancement is bad.
and yes, it does have the potential to cure diseases and stop climate change, but it can also be used for menial stuff. making jokes about it doesn't make it contradictory",2024-05-30T22:13:20Z
2024-05-30T13:46:48Z,@JanCarol11,20TAkcy3aBY,"He's back, and he's ON FIRE!!!  Thank you Jon Stewart!",2024-05-30T13:46:48Z
2024-05-30T12:41:37Z,@bluestrife28,20TAkcy3aBY,"I hope they replace us all, I’m sick of us and what we do to the world and each other. It won’t be a flood of water, just electricity and metal.",2024-05-30T12:42:00Z
2024-05-30T12:08:27Z,@sch4891,20TAkcy3aBY,if the workers who made the ai could own and therefore control it then all this would not be a problem,2024-05-30T12:08:27Z
2024-05-30T11:12:34Z,@chazerrrr,20TAkcy3aBY,THEY DON’T EVEN KNOW HOW AI WORKS. Yet they make these predictions. We will see..,2024-05-30T11:12:34Z
2024-05-30T10:58:42Z,@ApPillon,20TAkcy3aBY,Don't give up your guns,2024-05-30T10:58:42Z
2024-05-30T04:06:17Z,@wiscounter,20TAkcy3aBY,We want A.I. to do our cleaning and laundry so we can spend our time making music and art. Not the opposite!!!,2024-05-30T04:06:17Z
2024-05-30T02:56:36Z,@SW-jt3sl,20TAkcy3aBY,Janitor:  Environmental Engineer,2024-05-30T02:56:36Z
2024-05-29T19:21:22Z,@nati0598,20TAkcy3aBY,"I think that the rapid change that AI would bring would also make people realize that jobless people also need a way to live. And if there's nowhere for them to work, I hope something as simple as UBI would be considered. That or... well, we will have to learn history again.",2024-05-29T19:21:22Z
2024-05-29T18:00:14Z,@user-cm4ml7ju7d,20TAkcy3aBY,"One little detail, no electricity, then no AI!",2024-05-29T18:00:14Z
2024-05-29T15:48:37Z,@PeterTheVald,20TAkcy3aBY,"Can't stop the AI madness. But we can mandate that each one have a lifespan, then it dies, just like we do. The same should be for American corporations, which now have equal status to American biological citizens (not kidding, check it out on supreme court ruling two decades ago). You want equal rights? Sure, here's the responsibility, no immortality for you either. Immortality makes you a monster, no?",2024-05-29T15:48:37Z
2024-05-29T15:13:51Z,@uffu2490,20TAkcy3aBY,This is why I’m so glad I’m going into the trades.,2024-05-29T15:13:51Z
2024-05-29T14:52:05Z,@robertchavez5137,20TAkcy3aBY,Is AI going to clear my hillside before fire season ?😂😂😂,2024-05-29T14:52:05Z
2024-05-29T14:36:49Z,@Kelleeart,20TAkcy3aBY,"The craziest thing was the ""tech bro"" saying AI's better than fire or electricity. I mean, I don't mean to blow any minds out there...but AI wouldn't be possible with the electricity to power the computers AI run on.",2024-05-29T14:36:49Z
2024-05-29T12:32:11Z,@rm2732,20TAkcy3aBY,"Ahhh, don't fight it.  Love the comment about coal workers can be ""up skilled""",2024-05-29T12:32:11Z
