Timestamp,Username,VideoID,Comment,Date
2024-05-28T12:04:53Z,@javierconsultor,tgs0lP_tokM,[GRATIS] usa esta IA aquí: https://bit.ly/3UQwfTP,2024-05-29T11:26:16Z
2024-05-31T03:35:43Z,@josemantorres,tgs0lP_tokM,"Excelente 🙏 
Gracias por compartirlo mi Coach Javi Galué muchos Éxitos desde Lima Perú",2024-05-31T03:35:43Z
2024-05-30T21:50:09Z,@luissalisky4282,tgs0lP_tokM,"hola Javier como estás, espero que bien EXCELENTE DATA que nos has dado cada vez mejores funciones vienen ya con AI, y como siempre trayéndonos lo último de lo último. Saludos",2024-05-30T21:50:09Z
2024-05-30T20:00:10Z,@josep6673,tgs0lP_tokM,Lo próximo utilizar la voz de Freddie Mercury y hacer que cante un tema de Juan Luis Guerra. O ya se puede hacer????,2024-05-30T20:00:10Z
2024-05-30T07:30:53Z,@NE60SOM,tgs0lP_tokM,"Javier, no hay día en el que no me sorprendas. Eres un máster 😮",2024-05-30T07:30:53Z
2024-05-30T06:17:51Z,@catalinarey,tgs0lP_tokM,Gratis no es.,2024-05-30T06:17:51Z
2024-05-30T01:47:03Z,@emprende_435,tgs0lP_tokM,BARVARO JAVIER DE VERAS COMO TE DIJE ASE UNOS DIAS EN LOS COMENTARIOS ESTO ES PODEROSO GRACIAS GRACIAS❤❤,2024-05-30T01:47:03Z
2024-05-30T01:00:41Z,@tatodalera,tgs0lP_tokM,impresionante !!!!!!!! Gracias Javier,2024-05-30T01:00:41Z
2024-05-29T23:27:46Z,@lukasdowd,tgs0lP_tokM,Hace 11 años que tengo un mp3 cuya música me gusta pero que no escucho porque no soporto la letra. Acabo de probar la herramienta y finalmente puedo escucharlo.,2024-05-29T23:27:46Z
2024-05-29T22:02:26Z,@guillermowitto1860,tgs0lP_tokM,Javier: Solo falta que la pista de sonido te la escriba en un pentagrama musical...,2024-05-29T22:02:26Z
2024-05-29T21:45:44Z,@CarlosgarciashowOficial,tgs0lP_tokM,"Hola  Javier… saludos desde Mar del Plata Argentina, soy músico productor , y probando varias herramientas, lo mejor que escuché hasta hoy para eliminar la voz y de forma free…se llama ultímate vocal remover 5.6 pruébala y compara para que puedas hacer un vídeo,y para separar los “stems” o partes musicales de un Mix stereo , la 1 es Spectralayers 10 de Steinberg y la otra es Izotope RX11 por supuesto son de pago pero son herramientas profesionales para muchas otras posibilidades en la edición de audio . Tu canal es excelente y he aprendido muchas novedades contigo, gracias por tu trabajo. Saludos fraternos , a pesar de nuestros presidentes jeje",2024-05-29T21:45:44Z
2024-05-29T21:41:23Z,@pituquez,tgs0lP_tokM,"Buenas tardes desde Argentina. Nuevo suscriptor. Me gusta mucho su contenido. Sabes si existe una IA que pueda generar traducciones a otros idiomas de videos con sincronización de labios, ademanes y rasgos faciales como lo hace HeyGen pero que sea gratuita, al menos para los que no le daremos un uso intensivo o profesional? Gracias!",2024-05-29T21:41:23Z
2024-05-29T21:40:37Z,@toboncompany821,tgs0lP_tokM,"definitivamente sos un crack, gracias maestro por esos aportes",2024-05-29T21:40:37Z
2024-05-29T21:10:34Z,@Tudemir3,tgs0lP_tokM,Muchas gracias. Brutal,2024-05-29T21:10:34Z
2024-05-29T20:30:19Z,@eduintulcan,tgs0lP_tokM,"Muchas gracias maestro por su aporte, se ve muy buena herramienta, había trabajado con otra antes pero esta tiene buenos resultados y es en línea, una pregunta tiene límite de uso ? Se pueden trabajar varios temas? .... Muchas gracias!",2024-05-29T20:30:19Z
2024-05-29T20:25:28Z,@franciscoleon8666,tgs0lP_tokM,Hola por favor me puedes indicar si existe una IA para mezclar música colocar efectos como un DJ profesional gracias,2024-05-29T20:25:28Z
2024-05-29T20:17:12Z,@sonicGD2006,tgs0lP_tokM,Al fin vamos a tener una banda sonora de SF II The animated movie destilada como es debido.,2024-05-29T20:17:12Z
2024-05-29T20:07:07Z,@mestizoman1,tgs0lP_tokM,"Buenísimo 👏 👏 👏,  saludos desde Chile.",2024-05-29T20:07:07Z
2024-05-29T19:58:06Z,@carlosavis,tgs0lP_tokM,woo exelente Javier me encanto esta herramienta gracias por las enseñanzas; saludos desde Bolivia😀,2024-05-29T19:58:06Z
2024-05-29T19:40:20Z,@MariaDoloresEstrellaCasado,tgs0lP_tokM,"Madre mía, esto es la bomba. Cada vídeo que subes es alucinante, esto va a ser un punto de partida para mi futuro. Gracias por estas aportaciones.",2024-05-30T08:11:40Z
2024-05-29T19:20:08Z,@lomokino,tgs0lP_tokM,Brutal sin palabras . La gente que hace mezclas tipo mix estilo alos 80 es la guinda,2024-05-29T19:26:03Z
2024-05-29T18:08:19Z,@Fancylooks,tgs0lP_tokM,Esto es genial para sacar la música de alguna serie que no la venden y sale entera en la serie pero hablan encima.,2024-05-29T18:08:19Z
2024-05-29T17:40:54Z,@nicanorjauregui1271,tgs0lP_tokM,"en el Rio de la Plata, decimos ""esto es más viejo que el agujero del mate""; de todas formas se reconoce tu esfuerzo amigo. Un abrazo",2024-05-29T17:40:54Z
2024-05-29T17:28:18Z,@DiegoAlturria,tgs0lP_tokM,"use una IA de un video anterior ,Suno para una publicidad en mi wassapp !!! imagenes con el tema !!! sos un genio!",2024-05-29T17:28:18Z
2024-05-29T17:04:23Z,@jona3771,tgs0lP_tokM,"Excelente contenido, saludos desde Chile.",2024-05-29T17:04:23Z
2024-05-29T16:58:02Z,@azhuransmx126,tgs0lP_tokM,"Excelente gracias por traer esas IAs al conocimiento del público👍. Yo había hecho eso con otros programas pero la IA no lo lograba separar tan bien la voz de los instrumentos, ya voy a probar esta!!.",2024-05-29T16:58:02Z
2024-05-29T16:57:38Z,@DaiSy-wi5tq,tgs0lP_tokM,Por ahora es gratis.  Por ahora. 😵,2024-05-29T16:57:38Z
2024-05-29T16:49:26Z,@marioencina3170,tgs0lP_tokM,gracias,2024-05-29T16:49:26Z
2024-05-29T16:49:17Z,@marioencina3170,tgs0lP_tokM,Gracias,2024-05-29T16:49:17Z
2024-05-28T06:46:52Z,@Innessaxd,HZbgbhfvBT8,Yo a las 12 a.m viendo esto con más tareas q futuro,2024-05-28T06:46:52Z
2024-05-24T23:59:19Z,@Master_info,HZbgbhfvBT8,"El equivalente de VoiceGPT (Android) en IOs, si tienes un iphone 15, sería simplemente el botón de acceso rápido. E la configuración de botón de acceso rápido seleccionas la opción de ejecutar app y le dices la app que se debe ejecutar cuando lo pulses. Yo por ejemplo tengo la de ChatGPT. Un saludo a todos.",2024-05-24T23:59:19Z
2024-05-23T17:41:17Z,@Antonio-zh7zd,HZbgbhfvBT8,"Holaa 
Tu podrías modificarme a través de inteligencia artificial un examen que hice  en online ?y cuánto me cobrarías por ello",2024-05-23T17:41:55Z
2024-05-18T03:39:31Z,@emicaex3344,HZbgbhfvBT8,Muchas gracias!!,2024-05-18T03:39:31Z
2024-05-18T01:59:03Z,@user-cd7lj2ps8z,HZbgbhfvBT8,que es pron ? - que es bpm ?,2024-05-18T01:59:03Z
2024-05-17T13:31:34Z,@JulioCesarMiramontesMontero,HZbgbhfvBT8,El upscayling va lentísimo para mejorar una foto,2024-05-17T13:31:34Z
2024-05-15T13:16:36Z,@jeremunos1047,HZbgbhfvBT8,Los muggles también las podemos usar?,2024-05-15T13:16:36Z
2024-05-13T07:41:28Z,@jotablindfold,HZbgbhfvBT8,"Rask AI me hizo saltar de la silla, vaya cambio de volumen hahaahah",2024-05-13T07:41:28Z
2024-05-11T21:09:45Z,@barcenasmessi,HZbgbhfvBT8,Como siempre gran video y me encanto tu playera.,2024-05-11T21:09:45Z
2024-05-10T22:14:06Z,@user-cb2bo6mo6j,HZbgbhfvBT8,El zoom es iA?,2024-05-10T22:14:06Z
2024-05-10T14:34:43Z,@ospinalaw,HZbgbhfvBT8,No dejes de hacer estos videos,2024-05-10T14:34:43Z
2024-05-10T02:57:44Z,@Trax800,HZbgbhfvBT8,"Hola Domingo. Sobre Civit AI se te olvido mencionar la posibilidad de descargar cualquier modelo basado en Stable Diffusion para poder ejecutarlo de forma local en tu ordenador mediante una interfaz web (Automatic 1111, Forge, Comfy UI, etc).",2024-05-10T02:57:44Z
2024-05-05T16:52:46Z,@yuniorsanchez2362,HZbgbhfvBT8,"Quisiera una como Gemini, pero que sea una app directa en mi Android y no por una página web.

Busco una IA que me transcriba oraciones en inglés de forma fonética, para aprender su fonética.",2024-05-05T16:52:46Z
2024-05-02T19:14:07Z,@imdavidthanku,HZbgbhfvBT8,Mi youtuber de confianza como siempre dando los mejores consejos 🫡🫡,2024-05-02T19:14:07Z
2024-04-30T14:21:59Z,@John-zj7dh,HZbgbhfvBT8,"De momento la música hecha con IA es demasiado mala, y las letras y melodias peor. Pero, quién sabe en unos años.",2024-04-30T14:21:59Z
2024-04-28T16:25:58Z,@israelg.r.6230,HZbgbhfvBT8,"Hola saludos crack, una pregunta o para quien sepa, he visto que en Twitter algunas personas publican fotos con IA pero si clonaran a la persona real, básicamente es casi la misma persona (real) pero hecha con IA, cual es el programa o app para hacer imagenes IA para hacer fotos y videos de personas reales?? 

Please 🙏",2024-04-28T16:25:58Z
2024-04-28T14:38:07Z,@DavidBaron-rw7be,HZbgbhfvBT8,Yo apoyo a basilisco de roko ❤,2024-04-28T14:38:07Z
2024-04-26T20:31:07Z,@paramisony618,HZbgbhfvBT8,"Buenísimo, gracias",2024-04-26T20:31:07Z
2024-04-26T02:56:53Z,@viejaescuelx,HZbgbhfvBT8,apoyo el basilisco de roko,2024-04-26T02:56:53Z
2024-04-24T22:00:27Z,@sarcacia,HZbgbhfvBT8,nuevo sub,2024-04-24T22:00:27Z
2024-04-24T20:01:15Z,@xrm71,HZbgbhfvBT8,papasito 😍,2024-04-24T20:01:15Z
2024-04-23T15:51:06Z,@Murcia7_10,HZbgbhfvBT8,"El ultimo no es para nada necesario, ya que el mismo google te da a Gemini y básicamente es lo mismo sin instalar nada extra",2024-04-23T15:51:06Z
2024-04-23T12:20:34Z,@sergiodudik7489,HZbgbhfvBT8,"Quizás no esté plenamente consciente del impacto civilizatorio que las megaempresas privadas han decidido imprimir en el mundo a través de herramientas como el ChatGPT. Es posible que no tenga presente el huracán de transformación que la inteligencia artificial está generando, dejando a millones de profesionales sin trabajo. Tal vez no esté al tanto de los valores éticos que se están desvaneciendo en aras del tecnocapitalismo, promovido e impulsado por los más adinerados del planeta. Puede que no visualice la devastación intelectual que esta tecnología podría ocasionar en el futuro.",2024-04-23T12:20:34Z
2024-04-22T18:00:19Z,@miguelangelramirezvillamil,HZbgbhfvBT8,"Genial aunque Arc ya esta disponible para Windows en beta, no tiene todas las funciones aun pero ya esta disponible",2024-04-22T18:00:19Z
2024-04-22T16:54:30Z,@ArtesGraficasDigitales,HZbgbhfvBT8,"Upscayl es muy mala, casi no mejora nada.",2024-04-22T16:54:30Z
2024-04-22T15:37:19Z,@butnada1898,HZbgbhfvBT8,https://eternalai.org/4?ref=9a0xu8,2024-04-22T15:37:19Z
2024-04-22T15:08:49Z,@InfiniteColours,HZbgbhfvBT8,genial muchas gracias,2024-04-22T15:08:49Z
2024-04-22T03:27:49Z,@drpogo488,HZbgbhfvBT8,Excelente y te sumo a la lista POE. Una app multiplataforma que concentra todas las IA en un solo lugar.,2024-04-22T03:27:49Z
2024-04-21T13:17:39Z,@raymil26,HZbgbhfvBT8,Excelente ideo!,2024-04-21T13:17:39Z
2024-04-20T15:01:51Z,@user-ql4if5ry5t,HZbgbhfvBT8,bro gamma una ia para hacer presentaciones y documemtos,2024-04-20T15:01:51Z
2024-04-19T03:02:24Z,@rycesomnia2202,HZbgbhfvBT8,NOOOOOOOOOOOOOOOOOOOOO LOCO EL NEWESC JAPO EXISTE!!!!!!!!!!,2024-04-19T03:02:24Z
2024-04-18T01:59:54Z,@Kenny-ny3kf,HZbgbhfvBT8,Cómo borro todos los me gusta en Instagram? porque cuando los quiero borrar me sale error por favor,2024-04-18T02:00:25Z
2024-04-18T00:28:22Z,@mateoscard1985,HZbgbhfvBT8,"🎯 Key Takeaways for quick navigation:

00:00 *🎶 Google Labs and Creative Tools*
- Google Labs offers various AI-powered creative tools, including a music creator where users input prompts to generate music compositions.
- Users can also request image creations and inspire AI with specific musical instruments.
- Despite being primarily in English, these tools are free to use and worth trying out with the potential need for a VPN depending on the user's location.
01:51 *📸 Image Enhancement with Obscale*
- Obscale is a free, open-source tool available for Linux, Mac, and Windows for enhancing image resolution.
- While it doesn't perform miracles, Obscale can noticeably improve image quality, especially useful for bulk image processing.
- It's a valuable option for offline, free image upscaling, albeit with some resource consumption on the user's PC.
03:30 *🎥 Rask AI Video Processing*
- Rask AI provides various AI-driven video processing functionalities, such as transcribing videos, adding subtitles, and generating shorts from longer videos.
- It saves time on editing and increases the chances of viral content creation, making it beneficial for content creators and businesses.
- Users can access a discount coupon for Rask AI's premium features, enhancing their video processing capabilities further.
04:24 *🎨 Hotpot: AI-Powered Image Editing*
- Hotpot offers a suite of AI tools for image editing, including object removal, background removal, and logo creation.
- While the basic functions are free, Hotpot provides both free and paid features, catering to various user needs.
- It's a convenient platform for accessing multiple image editing tools in one place, suitable for users seeking these capabilities.
05:06 *🖼️ Creative Image Generation with Cvt*
- Cvt focuses on user interaction, allowing users to create, remix, and customize images using AI models and prompts.
- Users can engage with other users' prompts, remixing them to create unique images, fostering a collaborative environment.
- It's particularly useful for creating diverse and professional-looking images for free, comparable to other platforms like Me Journey.
05:48 *🌐 Unique Features of a macOS Browser*
- A macOS browser with integrated features like side-by-side tab viewing, summarized search results, and instant PDF renaming.
- Users can personalize web pages with different colors and styles and remove elements they don't want, enhancing browsing experience.
- Being Chromium-based, it supports Chrome extensions, providing familiarity and additional functionality to users.
06:45 *🤖 Perplexity: AI-Powered Chatbot*
- Perplexity is an AI chatbot that offers comprehensive responses, incorporating diverse sources of information for accurate and up-to-date answers.
- It surpasses other chatbots like Chat GPT in providing recent information and offers a Pro mode for more specific inquiries.
- While the free version has limitations, the paid version offers additional features, making it a competitive option in the chatbot market.
07:55 *🧠 My Lens: Organizational Tools*
- My Lens provides tools for creating mind maps and timelines, aiding in organization and understanding of complex topics.
- Users can utilize these tools for a wide range of purposes, from educational use to project planning and historical understanding.
- While not a replacement for in-depth research, My Lens offers a quick overview, particularly useful for students and those seeking general ideas.
08:36 *📱 ChatGPT Integration for Android*
- An Android application allows ChatGPT integration, replacing Google Assistant for certain tasks, providing quick access to AI-powered assistance.
- While lacking in certain functionalities like weather updates, it offers utility beyond traditional assistants like Google and Siri.
- Users can configure it to streamline tasks and access AI assistance more conveniently, enhancing productivity and accessibility.

Made with HARPA AI",2024-04-18T00:28:22Z
2024-04-17T03:18:13Z,@Golding104,HZbgbhfvBT8,Hay alguna alternativa a civit ai donde utilizes tu pc de forma nativa ?,2024-04-17T03:18:13Z
2024-04-17T02:22:29Z,@nicolasmartinez06,HZbgbhfvBT8,Y cuál IA me crea a un novio guapo como NewEsc?,2024-04-17T02:22:29Z
2024-04-16T09:54:52Z,@lemaniatico5121,HZbgbhfvBT8,para cuando un nuevo top auriculares gaming?,2024-04-16T09:54:52Z
