,Comment,Sentiment,Score
9,si gano iphone grabaria prankedy haciendo broma,negative,0.9452783465385437
10,crear contenido,positive,0.9704260230064392
15,acaban robarme mio,negative,0.9607001543045044
18,usaria clases,positive,0.9144076108932495
20,usaria clases,positive,0.9144076108932495
21,iphone pa,positive,0.9040471315383911
23,ok,positive,0.9600938558578491
24,pues venderia ando corto lana carnal,negative,0.9286713004112244
25,si amor,positive,0.9925261735916138
29,amlo pastor,positive,0.904794454574585
42,que,positive,0.925792932510376
43,que,positive,0.925792932510376
48,we,positive,0.9218583703041077
57,regalaria esposa novia jajajajaja,positive,0.9934321045875549
60,tomar fotos jaja,positive,0.9802075028419495
63,voy ganar iphone,positive,0.965929388999939
64,ganare iphone seguire siendo seguidor toda vida primero haria mandarte saludo,positive,0.9829436540603638
65,si gano haria aprovecharlo maximo oppo jala bien,positive,0.9469518661499023
70,tomar fotos siuuuuu,positive,0.9482443928718567
77,si gano iphone regalo papa,positive,0.929384708404541
79,quiero iphone amor,positive,0.9938674569129944
83,yujuuuuu,positive,0.9360606074333191
87,grande prankedy sacrificando auto persona traernos risas jajaja bueno primero haria iphone seria darselo regalo mama neta haria feliz,positive,0.9825221300125122
89,gano iphone hago cuenta suscribo nuevamente,positive,0.9609572291374207
93,participo,positive,0.9075886607170105
94,quiero ganar fa fa fa,positive,0.9487283825874329
99,daria alguien padres,positive,0.9369316697120667
107,mas vino tik tok !,positive,0.9218581914901733
109,si gano regalo mama saludos prankedy,positive,0.9857277274131775
110,solo quiero iphone ver carinosas mas gusto,positive,0.9874179363250732
111,si gano regalo mio calle,positive,0.9206516742706299
114,si gano iphone ayudaria empezar grabar contenido trabajos marketing,positive,0.9614289402961731
121,nose quiero ganarmelo aun asi jaja,positive,0.9567134380340576
122,tomaria buenas fotos,positive,0.9813373684883118
135,si gano observaria only fans rey misterio junto abuela,positive,0.9457968473434448
144,fotos bro,positive,0.9409400820732117
145,si gano iphone voy mx invito comer edy,positive,0.9192160964012146
147,si gano aphone mejor,positive,0.9775378108024597
160,jajajaja inicio magnifico finales prankedy,positive,0.9933974742889404
161,abrirlo,positive,0.908155620098114
163,si gano iphone conquisto texas,positive,0.915534257888794
164,si gano iphone primero haria seria jalarmela bano saludos prankedy,positive,0.9496696591377258
167,primero aria!!! seria hablar telefono!!!,positive,0.9446935057640076
170,caliente,positive,0.9549334645271301
173,pasar icloud jajaja,positive,0.9540250897407532
174,si iphone usaria tomar fotos camara nomas xd,negative,0.911140501499176
175,iphone si gano daria mamita quiero darle regalo especial quiere cambiar celular viejito,positive,0.9579607248306274
176,primero qe haria seria ver onlyfans rey misterio,positive,0.980282187461853
182,usaria emprender proyectos,positive,0.9278302788734436
186,ojala gane cel,positive,0.9204447865486145
187,ojala gane cel,positive,0.9204447865486145
188,ojala gane cel,positive,0.9204447865486145
189,ojala gane cel,positive,0.9204447865486145
190,ojala gane cel,positive,0.9204447865486145
191,ojala gane cel,positive,0.9204447865486145
192,ojala gane cel,positive,0.9204447865486145
195,tomar fotos pal insta,positive,0.9053313136100769
196,ojala gane iphone gustaria hacer contenido par youtube camara ayudaria,positive,0.9676856994628906
197,cambiar cel mejor,positive,0.9814318418502808
200,doy gfa,positive,0.9880401492118835
201,usaria trabajar,positive,0.9328849911689758
204,quiero prankedy quiero regalar hermana,positive,0.95738285779953
205,quiero jugar fri fair jajaja,positive,0.9581438899040222
207,quierooo,positive,0.9828061461448669
208,iphone entraria only fans rey misterio,positive,0.9331009984016418
210,quiero ganar cel,positive,0.9427860975265503
211,quiero ganar cel,positive,0.9427860975265503
212,quiero ganar cel,positive,0.9427860975265503
213,quiero ganar cel,positive,0.9427860975265503
214,quiero ganar cel,positive,0.9427860975265503
215,quiero ganar cel,positive,0.9427860975265503
217,waos,positive,0.9847053289413452
218,mejores youtubers,positive,0.9936597943305969
221,siempre bien viendo bromas mejor sigue asi,positive,0.9932951331138611
222,quiero ganarme celular tomar buenas fotos,positive,0.9456738233566284
225,si gano iphone podria desarrollarme maravilla trabajo ayudaria bastante ahora termine carrera,positive,0.9659857749938965
229,gustaria ganarme iphone utilizarlo jale em gps sacarle provecho camara,positive,0.9416536092758179
238,si gano iphone broo seria mas feliz,positive,0.9386377334594727
239,da parte bro,positive,0.9960113763809204
240,primero haria protegerlo poder darle mama celular actual saludos prankedy,positive,0.9695289731025696
241,bueno si j,positive,0.9858995079994202
243,jajaja,positive,0.9424360394477844
245,fe pueda ganar prank suerte,positive,0.9691051244735718
246,si gano telefono estaria chido que vrdd mio esta bien jodido encima acaban robar tenia bueno valio ahora ando feo pa juego sirve,negative,0.9805622696876526
249,jajajaja,positive,0.9299324154853821
255,hola,positive,0.9795252084732056
263,usaria trabajar tomar fotos bien,positive,0.9778957962989807
267,usaria trabajar tomar muchas fotos,positive,0.9673943519592285
270,utilizaria estudios ligarme chamacas hermosas,positive,0.9165990352630615
272,voy empenar,positive,0.9775810241699219
281,compraria buen taco sal,positive,0.9404224753379822
282,haria mas usarlo,positive,0.9141896367073059
284,ligaria morritas iphone luego haria muchas cuentas seguirte pranky,negative,0.9408931136131287
287,apura pa ver vidios,positive,0.9434539079666138
288,darselo regalo hija,positive,0.9891050457954407
294,tomar unas fotonaaaas,positive,0.9784480333328247
295,ver que suerte toca ojala gane pa echar free fires grafico kk,positive,0.9823732376098633
296,tomar unas fotos nuevo jale,positive,0.9756172895431519
297,usaria trabajar,positive,0.9328849911689758
298,fotonas,positive,0.9798199534416199
299,vdd ayudaria escuela trabajo,positive,0.9472671747207642
300,suerte gane iphone cuide bien,positive,0.990233302116394
301,suerte gane iphone cuide bien,positive,0.990233302116394
302,suerte gane iphone cuide bien,positive,0.990233302116394
303,suerte gane iphone cuide bien,positive,0.990233302116394
304,suerte gane iphone cuide bien,positive,0.990233302116394
305,suerte gane iphone cuide bien,positive,0.990233302116394
306,suerte gane iphone cuide bien,positive,0.990233302116394
308,we,positive,0.9218583703041077
314,vuelvo comentar si ganara iphone podria abrir aun mas posibilidades apps carrera,positive,0.9643954038619995
315,rojo vino,positive,0.9370627403259277
318,jose jose,positive,0.9336904883384705
321,buenos tioooo,positive,0.9933570027351379
322,buenooooos,positive,0.9937340617179871
323,ostia buenos,positive,0.9849130511283875
324,tio buenos graficos,positive,0.9927932024002075
325,sos re lindo,positive,0.978460967540741
326,kali ochos,positive,0.9090287089347839
328,gustas marco,positive,0.9915040135383606
330,muse,positive,0.9090515971183777
333,rammstein,positive,0.9568217992782593
334,jaguares,positive,0.9418026804924011
340,ozuna,positive,0.9248293042182922
341,izcalli,positive,0.956321120262146
343,normal,positive,0.9328750371932983
347,saludos prankedy salvador seria sueno ganar iphone,positive,0.9915048480033875
348,preparatoria,positive,0.959709644317627
349,primero haria tener iphone seria ver nopor enanos callejeros comentario va perder comentarios,negative,0.9833606481552124
350,escuela,positive,0.9453492760658264
353,amarte,positive,0.9940165281295776
354,amarte cubo,positive,0.9883455038070679
355,amarte,positive,0.9940165281295776
356,amarte cuadrado,positive,0.9916175007820129
357,amarte,positive,0.9940165281295776
358,darte gracias,positive,0.9960905909538269
361,va decir cristiano mejor messi hdeperra,positive,0.9642970561981201
365,hola prros,positive,0.9673275947570801
369,perfectamente,positive,0.9696173667907715
370,replica,positive,0.9172453880310059
371,si gano primero haria suscribo onlyfans rey misterio,positive,0.9325717687606812
373,tambien,positive,0.9727537631988525
375,identica,positive,0.931505024433136
377,copia,positive,0.9259143471717834
378,solo,positive,0.9310970306396484
382,utilizar,positive,0.9298953413963318
383,voy,positive,0.9312943816184998
384,nivel,positive,0.9439610242843628
387,llevar,positive,0.961685299873352
388,voy,positive,0.9312943816184998
389,hoy,positive,0.9050893783569336
402,venderlo ayudarle vecinos bajo economia,negative,0.947858452796936
403,que onda perro quiero ganar iphone,positive,0.9656238555908203
404,q haria seria q ayudaria estudiar tener mas gb tener mas fotos tareas mejor calidad,positive,0.9630181193351746
407,prankedy favor hago esfuerzo comentando,positive,0.9496390223503113
408,quiero ganar iphone fav,positive,0.9172233939170837
409,quisiera ganar favor,positive,0.936163604259491
410,regalamelo,positive,0.9587200880050659
412,quiero ganar profa,positive,0.9735882878303528
418,usaria aifon venderlo q trabajo momento,negative,0.9176666140556335
419,salir trollear,negative,0.9301173090934753
421,si gano utilizaria tomar buenas fotos escuela ayudar servicio social,positive,0.961828351020813
423,seguir estudios salir adelante telefono celular da mas anos favor ayudenme,positive,0.9552063941955566
425,jalese perro jaja,positive,0.9030222296714783
439,comprar only fans rey misterio,positive,0.9938107132911682
442,espero ganar iphone primero dios,positive,0.9929585456848145
444,aifon aifon aifon aifon aifon aifon aifon aifon aifon aifon aifon aifon,positive,0.9364243149757385
445,mejor pizza,positive,0.994937539100647
446,espero ganar aifon,positive,0.9867461323738098
449,mejor,positive,0.9949617385864258
451,iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone,positive,0.9673210382461548
453,quiero ganar,positive,0.9676991105079651
458,saludos,positive,0.9938682913780212
460,iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone,positive,0.9686675667762756
461,quiero iphone poder esuchar metal alternativooo,positive,0.9467536807060242
462,quiero iphone poder esuchar metal alternativooo,positive,0.9467536807060242
463,quiero iphone poder esuchar metal alternativooo,positive,0.9467536807060242
464,espero ganar,positive,0.9940096139907837
466,quiero iphone poder esuchar metal alternativooo,positive,0.9467536807060242
468,ojala gane,positive,0.9372869729995728
469,espero ganar,positive,0.9940096139907837
470,espero ganar iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone iphone,positive,0.9876421689987183
473,espero ganar iphone hermano saludos,positive,0.9942291975021362
477,saludos bro,positive,0.9934129118919373
478,gusta iphone,positive,0.9570167660713196
479,espero ganar xfa,positive,0.9942476749420166
481,iphones,positive,0.9339280724525452
482,ojala gane,positive,0.9372869729995728
484,utilizaria grabar banda metal ensayos,positive,0.9329031109809875
485,iphone iphone iphone iphone iphone iphone iphone,positive,0.9524397253990173
486,ojala pueda ganar,positive,0.95306396484375
487,espero ganar iphone,positive,0.9917516112327576
488,espero ganar iphone,positive,0.9917516112327576
490,espero ganar iphone,positive,0.9917516112327576
491,espero ganar iphone,positive,0.9917516112327576
492,espero ganar iphone,positive,0.9917516112327576
493,espero ganar iphone,positive,0.9917516112327576
494,espero ganar iphone,positive,0.9917516112327576
495,espero ganar iphone,positive,0.9917516112327576
496,espero ganar iphone,positive,0.9917516112327576
497,espero ganar iphone,positive,0.9917516112327576
500,ganar iphon,positive,0.9728748798370361
501,espero ganar iphone,positive,0.9917516112327576
502,iphone iphone iphone iphone,positive,0.9185199737548828
505,iphone iphone iphone iphone,positive,0.9185199737548828
506,iphone iphone iphone iphone iphone iphone iphone iphone,positive,0.9569860100746155
507,espero ganar,positive,0.9940096139907837
509,ojala ganar,positive,0.9586001038551331
510,iphone iphone iphone iphone iphone,positive,0.9307646155357361
511,espero ganar,positive,0.9940096139907837
512,iphone iphone iphone iphone iphone iphone,positive,0.9433608651161194
513,si gano aifon sere jodido,negative,0.9903315305709839
514,espero ganar iphone,positive,0.9917516112327576
515,espero ganar iphone,positive,0.9917516112327576
516,espero ganar,positive,0.9940096139907837
519,espero ganar,positive,0.9940096139907837
520,perfecto,positive,0.9911860823631287
522,quiero puto aifon chingada madre pues grabo pinche bromas netaaa sii juro,negative,0.9681447148323059
523,quiero jajaja,positive,0.9881595373153687
525,mejor quedo,positive,0.9898120760917664
527,seria hermana debo,positive,0.9753271341323853
528,si gano ayudaria carrera,positive,0.9088678956031799
532,si ganaria diera mama eh regalado cosas va hacer cumpleanos suerte,positive,0.9076738953590393
533,regalo antiguo,positive,0.9771872162818909
540,regalar telefono,positive,0.9291693568229675
542,saludos,positive,0.9938682913780212
545,si buen compa rie pendejadas,positive,0.9692055583000183
550,espero ganarme iphone ocuparia escuela,positive,0.9186123609542847
551,espero ganarme iphone ocuparia escuela,positive,0.9186123609542847
554,espero ganarme iphone ocuparia escuela,positive,0.9186123609542847
555,si gano iphone daria celular actual novia esta bien viejo da codo comprarle nuevo,positive,0.9135079383850098
557,tomo foto jajajajaja,positive,0.9379631876945496
559,apoyen like llanta jefe,positive,0.927201509475708
564,hacer bromas prankedy,negative,0.9005256295204163
565,ojala gane iphone poder tomar clases,positive,0.9761849045753479
566,ojala gane iphone poder tomar clases,positive,0.9761849045753479
567,ojala gane iphone poder tomar clases,positive,0.9761849045753479
568,ojala gane iphone poder tomar clases,positive,0.9761849045753479
569,ojala gane iphone poder tomar clases,positive,0.9761849045753479
570,ojala gane iphone poder tomar clases,positive,0.9761849045753479
571,ojala gane iphone poder tomar clases,positive,0.9761849045753479
572,ojala gane iphone poder tomar clases,positive,0.9761849045753479
573,ojala gane iphone poder tomar clases,positive,0.9761849045753479
575,ojala gane iphone poder tomar clases,positive,0.9761849045753479
576,ojala gane iphone poder tomar clases,positive,0.9761849045753479
577,ojala gane iphone poder tomar clases,positive,0.9761849045753479
578,si ganoooo primero haria darle celular actual mama mejor trae saludos leon gto prankedy,positive,0.9748662710189819
579,ojala gane iphone poder tomar clases,positive,0.9761849045753479
581,ojala gane iphone poder tomar clases,positive,0.9761849045753479
582,ojala gane iphone poder tomar clases,positive,0.9761849045753479
583,ojala gane iphone poder tomar clases,positive,0.9761849045753479
584,ojala gane iphone poder tomar clases,positive,0.9761849045753479
585,fe puedo ganarlo prank,positive,0.9229075908660889
586,ojala gane iphone poder tomar clases,positive,0.9761849045753479
587,ojala gane iphone poder tomar clases,positive,0.9761849045753479
588,ojala gane iphone poder tomar clases,positive,0.9761849045753479
589,ojala gane iphone poder tomar clases,positive,0.9761849045753479
590,ojala gane iphone poder tomar clases,positive,0.9761849045753479
591,ojala gane iphone poder tomar clases,positive,0.9761849045753479
592,ojala gane iphone poder tomar clases,positive,0.9761849045753479
593,ojala gane iphone poder tomar clases,positive,0.9761849045753479
594,ojala gane iphone poder tomar clases,positive,0.9761849045753479
595,ojala gane iphone poder tomar clases,positive,0.9761849045753479
596,ojala gane iphone poder tomar clases,positive,0.9761849045753479
597,ojala gane iphone poder tomar clases,positive,0.9761849045753479
598,ojala gane iphone poder tomar clases,positive,0.9761849045753479
599,tomaria fotos atardecer,positive,0.9375705718994141
600,ojala gane iphone poder tomar clases,positive,0.9761849045753479
601,ojala gane iphone poder tomar clases,positive,0.9761849045753479
602,ojala gane iphone poder tomar clases,positive,0.9761849045753479
603,ojala gane iphone poder tomar clases,positive,0.9761849045753479
604,ojala gane iphone poder tomar clases,positive,0.9761849045753479
605,ojala gane iphone poder tomar clases,positive,0.9761849045753479
606,ojala gane iphone poder tomar clases,positive,0.9761849045753479
607,ojala gane iphone poder tomar clases,positive,0.9761849045753479
608,ojala gane iphone poder tomar clases,positive,0.9761849045753479
609,ojala gane iphone poder tomar clases,positive,0.9761849045753479
610,ojala gane iphone poder tomar clases,positive,0.9761849045753479
611,ojala gane iphone poder tomar clases,positive,0.9761849045753479
