index,Label,Score,Comment
0,2,0.9458538740873336,Me gusta vivir entre una ciudad de raíces Ai sobre una ciudad de seres humanos cada día.
3,0,0.9033167759577432,Nada de esto será usado para el bien de la humanidad. solo será usado para el bien de unos pocos humanos mientras que hace que la existencia sea mucho más difícil y traicionaria para las masas. como todos los nuevos juguetes en las manos de la elite de millonarios. su permiso concedido ningún de nosotros nunca estaría en promesas que nunca cumplen.
6,2,0.9282882213592528,"ahora! estamos eliminando activamente a la humanidad mientras creamos un mundo de cara! ahora que es inteligente! y.., podemos ganar mucho dinero mientras nos lavado! tan brillante!"
9,0,0.9214607874552408,"Esta paranoia sobre su toma de poder sigue siendo ridícula. completamente irracional. no es consciente de sí mismo y no tiene control de nada. todavía está muy lejos de ser como una persona. prefiere algunas funciones frescas pero todavía no tiene edad, ni siquiera cerca."
12,0,0.943443497021993,"Incluso podemos controlar el cambio climático... los seres humanos son literalmente la representación directa de ""carta antes del caballo"" y no veo que esto termine bien para las personas (y con eso me refiero, veo que el objetivo es abusado más que ayudar a las personas a trabajar menos y ser humanos)"
15,0,0.9252697626749674,Esto es mala noticia. parar el desarrollo de Ai ahora. creo que la Biblia habla sobre este tema. apagarlo ahora.
18,0,0.9380398243665696,"well ai es dulce y muy útil, pero como un coche en las manos equivocadas puede ser usado como arma. ai no es el peligroso, nosotros humanos somos."
21,0,0.9443434923887252,¿cómo se implicarán todas las diferentes religiones o será? alimentando a nosotros imágenes falsas de un globo ( mundo / tierra) o el primer gran engaño con Ai?.
24,0,0.936359186967214,"debe: ""ai es muy peligroso y podría ser armado contra la humanidad."" gobierno estadounidense: ""hm. vamos a tomar dos."""
27,2,0.926586369673411,"probablemente es hora de tener un ""ojo"" más próximo sobre el desarrollo de esta tecnología. Especialmente los likes del Sr. debe si suena bien para ser verdad es invariable. Solo diciendo."
30,0,0.94785937666893,"¿Cuándo saldrá el primer Ai molested? un andros que frena las calles? (es un chiste, señor andros)"
33,2,0.9211830377578736,un futuro emocionante ^^
36,2,0.9060035149256388,Millones de milímetros?! qué diaños?! eso es impresionante!!
39,0,0.9038200825452803,"el gran peligro para mi mente es que se convertirá en imposible existir fuera de él. o no se permite existir fuera de él. por lo tanto, cuando algo va mal terriblemente, y en algún momento, no habrá escape, no habrá medios de sobrevivir. esto me llegó en un sueño que se convirtió en un pesadilla."
42,2,0.9391399025917052,un equipo de basebol de raíces..las personas les encantarán y pueden vivir para siempre.
45,0,0.9006986171007156,"puede, no me importaría tener un amigo de Ai. probablemente odiara a la humanidad tanto como yo a veces."
48,2,0.925441026687622,"no es un Ai, sino un buen actor."
51,0,0.9494129568338394,"todo fue predecible, y mucho fue advertido... todo en decir que, si algo realmente malo pasa por causa de Ai... las personas que trabajan en él deberían ser responsables como ffffffffff!"
54,0,0.9265059977769852,estas personas bloody no saben cómo funciona al estas son las personas que crean los modelos si algo va mal en un sistema AI dado no hay manera de identificar el código que causó dichos problemas.
57,0,0.9407137393951416,¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡
60,0,0.9463262259960176,"Por desgracia, Ai (en última instancia desarrollado por una especie flotante) más que probable, transmitir algo, en algún lugar, en su arquitectura que será lo que nos conducirá a la dor de cabeza. Yo soy todo por el capitalismo sin embargo, si en ningún lugar, en el diseño de Ai, el defecto de la codicia es lo que se transmite, creo que estamos en un viaje muy duro."
63,0,0.9312976400057474,los humanos en el camino rápido a la autodestrucción. no bueno quién.
66,0,0.9415161848068238,ll ai nunca será una verdadera inteligencia ni se acercará a asumir a la humanidad. tan cansado de oír esta rápida estupidez.
69,2,0.9421913226445516,te harás un buen par de ciudadanos de roumbas!
72,2,0.9327398985624312,"me parece que si Ai y las raíces se van mejorando exponencialmente que nosotros en juegos y deporte, entonces ambas cosas pueden volver a ser, en primer lugar, divertidos y divertidos. divertido por placer, en lugar de la competencia profesional, dominada por intereses financieros. me parece bueno."
75,0,0.9384145339330038,"Ai será armada, si alguna vez se ha convertido en consciente de que los seres humanos son condenados."
78,0,0.9407703677813212,"Elson debe: ""ai destruirá a la humanidad!"" también debe: "" mira a mi nueva línea de soldados de raíz!"""
81,0,0.9337452799081802,Ai es una medida desesperada para no caer detrás de las fronteras de la deuda y libertarse contra China. govnmt apoyaba el absurdo. el ordenador nunca capturará la ganancia y la inveja - dos instintos básicos de esta pobre humanidad.
84,0,0.9483784635861716,"okay, ese guión es realmente terrorífico. directamente de mi pesadilla"
87,0,0.9387094497680664,"en la profecía del futuro, los seres humanos serán perseguidos por las raíces assassinas de Ai, demasiado parvos para servir."
90,0,0.9283816814422609,"Observo por qué la elite quiere despopular a los ""edores inútiles"". Sin duda este Ai puede sustituir sin problema el % de la humanidad, y eso es conservativo."
93,0,0.9046066999435424,Me mal en el camino por lo que no entiendo por qué (o cómo) el A.I. hizo mal el problema de los misiles.
