,Comment
0," join my ai course: https://academy.dhruvrathee.com/chatgpt
learn to harness the power of chatgpt effectively and transform your life! 
use coupon code: take41 for 41% discount! 
hurry up! offer only valid for the first 1000 people"
6,"ane lawe aaj se 2-3 years me chat gpt kya kar sakte hai? 
chat gpt pe ek video banaye sir"
9,sir if i want to change my vlog into in english language how to possible please help me and make video best of luck
10,kaif
14,good information bro 
16,sir ai par aurr video bnao
17,we want more videos on ai
18,ai ulseritiv colatice ibd ka ilaz ku nhi karta
19,please continue to keep on issuing more videos on ai thanks.
27,modi g ne pehle hi bol diya tha pakodda bechna  padega  yahi bhawisya ka job hai ai aane ke baad
30,we love dhrub bhai
37,thank you
38,apko itna sare information kaise miltahe 
40,"i was trying to pay from bangladesh but could not. i wanted to join your academy for master chatgpt course.
please help me join."
41,brooo make on mystery of kailash parvat  please 
44,"sir, aapane kaha ki bhoot jaisee koee cheez nahi hota. lekin maine is-  (bapi paranormal) channel mein bhoot aur bhagwan dekha hai"
46,hi sir abhi coupon code kya available he?
47,ai is most dangerous
49,"आप के द्वारा दि हुई जानकारी बहुत सटीक लगती है 
good job 
लगे रहो भाई "
53,more videos about ai pls
54,closing ma eyes i can trust tis man  great sir
56,allah aapko salamat rakhe tandurust rakhe bhai
58,thank you dr
59,kaun april 2024 me dekh raha hai 
61,bhai apne team ko video me lao
62,sir plz make videos on which you teach what is it i watch you first video you are a good person
67,i love him 
68,aap jaisa super hero ko salute karta hoon
71,"hi dear bro, im a rohingya from refugee camp in bangladesh and i'm a big supporter of you 

please make a video about us how we were prosecuted by the myanmar government. please highlight our issues. thank you for your trust."
72,bahai elevation con jeet raha ha ye bata do aap pe visvas hota ha information pe
73,more videos for ai topics..
75,"elon musk is asking to pause, so that their own ai team can catch-up. "
76,jarur banaye bahai jan
78,good & informative channel about artificial intelligence.
79,we are providing artificial intelligence based services to valuable clients in all over the world.
80,आप बहुत सही सच ai की जानकारी दी है
83,ai course fee 5400
85,isaka use karake ek khash issue ke solution ke lie political party kaise  banai ja sakati hai. 
86,dhru rathee sir mai ye video 10 mahine ke bad dekh raha hu kya mai aapka course join kar sakta hu
90,hasimpura kand 1987 par bhi ek video banao bhai
93,knowledgeable video hai magar bht bura impact padne vala hai dunia vinash ki kgar p khadi h
100,now i'm afraid whether all the videos i see are original or not 
102,this ai needs to stop!
103,good bro 
104,sb official ai sx 
107,you are the great person 
110,dhuruv bhai course to bohot costly hai mera hisab se what to do
111,aik video future ai pr  honi chahye .
112,@dhruv rathi the best youtuber and honest person 
115,hello bhaiya make video about indian workers work in gcc country mainly in kuwait why many indians are suffering in kuwait there is no humanity many indians are die news not coming out in public kuwait government is helping their people no safe here for working please make video about this thank you bhai
117,hi sir i'm graphic designer kya humlogo ka job khatam ho jayega please explain
118,"vai aap ka what's app channel me kuchh problem ho raha hain video nehi dekha raha kal se 
jara thik karo use"
121,bahot half full hai
125,"sir,
please make truth about nagaland 
thank you"
131,vow  ai  has  this much power !!!?? superb...thnx @dhruv for sharing   this infmn...jsk sd usa
136,main
138,bhai please ek video online betting site betting apps add karne wale youtuber kitno ko barbaad karrehe
141,dhruv rathee is best 
142,wow your great 
144,just a fantastic video
145,ai artificial intelligence 2001 directed by steven spielberg. ye film sabko dekhne chahiye jise bhi ai mei interest hai! it's brilliant
147,"extraordinary.
"
153,"they called web scrapper ""ai bot"""
155,"""as an ai i can't do this"""
156,but ai ko to human ne hi banaya hai nd think jb ai itna intelligent hai to usko bnane wala kitna hoga.....
158,"the accident took place on 19th may (sunday) at midnight at kalyani nagar, pune. please make a video regarding this incident. its a big big request. will be very greatful for your support for getting justice to the innocents."
159,"anyone from pune knowing about the incident which took place at kalyani nagar, please come up and request dhruv bhai to make a detailed video and get every individual aware of this."
160,your video would reach to your subscribers from various states in speed. we need justice. its a big request dhruv bhai.
161,"please dhruv bhai, we want justice for the innocents in the incident at kalyani nagar pune. rahul gandhi had made a video on this incodent too."
162,"hi dhruv bhai
please pune mein huae kalyani nagar accident per video banao...some politicians are coming up regarding the incident, even the deputy cm"
167,aap kabhi sparta ke sainik ke upar bhi video banao
168,"sar hamara aadivasi ka oil ko review dijiye sar aapse ham  contact karna hai, please sir replay."
170,kripya main aapko fan number
171,lekin ai jo robot hai duniya khatm kar denge
172,dhirubhai ai photo editing to theek hai
174,nice 
175,dhruv bhai please west bengal ka lia bhi kuch bol do uska polity k lia
177,momota ke ok video banaia
179,vary nice
180,"thank you sir.

sir, please ethical effects of ai ke baare me ek video banaaiye na please.

thank you once again."
182,"yes ,  dhruv  bhai ,  thank  you  for  this  highly  educative  video  .  please ,  keep  us  informed  by  your  other  videos .  thank  you  and  god  bless  you ."
183,tujhe kuch din sahi samjha par tu sample hai.. tumhare type influencer bhut ghum rhe.. tujhara data sahi nahi h
185,you are the best  
187,"inke webiner ke lia koi paisa na de kahe ki inone paise milne ke bad aur kuchh nahi bolte , mere sath ahi hua"
188,sir thank you
189,"aaj ai bjp ki hi le rha
waise achha hai..
lisence v to ek anpadh pm ne hi na diya tha..
bjp waalo tumhari amma bhen 
ho rhi fir v nhi maan rhe ho.."
191,o bhai mind bloing
192,you are best youtuber 20m subscribe..... conguration dhruv rathe...
193,kon kon aaj dekh raha hain?
202,good
205,"ai is not a danger but humans made it. 
ai ka to naam barbaad kar rakha hai"
206,thank you  
207,dhur bhaiii i love you from bottom of our heart....dhruv bhaii hum chahte hai aap ye dream11 jaisi apps ka sach bataye....kyunki humne aaj tak dream11 se bane hue karodpati ko nahi dekha.....iska sach kya hai...plz bataye
209,tumhara shaadi hua hai kya
210,bano bhai
211,the intelligence artificial it bad and distroyd the world and they are damaging the brain of kids
212,congratulations for 20m subscribers 
213,bhai kya hua tha dealer
214,dangerous ai and chartgps
215,train+scp 1566
217,bhai me bhoot problem hu please help kardo 
218,i dont like technology to grow this fast very disappointed to see ai developing
219,nice information 
220,nice speech bro 
221,good bhai
222,"maine buy kr liya hai course, kisi ko chahiye to btana?"
223,dhruv rathi sar yah video sab humko bahut achcha lagta hai
224,"sir, which ai did you use to translate your words into french language?"
