,Comment
0,fascinating that at the same time ai is learning how to think our children are being dumbed down
1,"i think that is only because the education system is built for a different world. ai can make education much much better but unfortunately,  i think the only way the system changes is when things get bad for children. i think the rate at which ai is developing, we will be forced to change in the next 3 years."
2,this has been happening long before ai buddy lol.
7,"your actions appear to be linking two separate instances of temporal reinforcement in time, inadvertently leading to a conditioned belief. this echoes a pattern reminiscent of classic superstitious behaviour. just saying."
10," thats what ive done. i dont watch news, social media etc. just youtube on things that make me happy. ignorance is bliss :) gardening. wood working. cars. hiking."
15,our? continue to raise your kids as sheep while my kids master this technology to their advantage
17,it's no coincidence. the powers that be only want ppl to work in factories and some influencers to entertain them
18,self- learning ai. transformers= superpowers
24,real test of any ai is if it can make money off stock market
26,"bc parents are preoccupied and allowing things (crap food and screens).
conscious parenting is on the rise.
we are separating on all levels.
rich and poor
health 
intelligence"
29,it’s very alarming to see this taking form and playing out. we have the first batch of failures out now they are driving their parents crazy. bad stuff
30,"you should be thinking on what the ai is using to ""train"" itself. if you dumb down kids, and you use the same information to feed the ai, you create an inefficient ai, just like you create inefficient future adults."
33, batch of failures are the boomers buddy
36,kids are smarter the issue is the babying of kids is causing so much problems. think about it. adults struggle to using phones and tablets. my 2 year old can open and close and search on youtube by herself. clearly higher intelligence.  but all this babying leads to mental issues and laziness
37,@danielswann3319 why are you dumbing them down then? aren't you supposed to raise your own children if you're a parent?
45,"“fascinating that at the same time ai is learning how to think, our children are being dumbed down.” 

this is with punctuations."
48,the scholling system is made to train a lobour force mindset. not a genius mindset.
54,bet ai knows what a woman is
55,we’re building better machines than humans
58,maybe ai is already in control of us. that’s what the driving force in the race for technology is.
65,not gonna lie… it might be better than having that generation think for themselves. they’ve got zero brain cells. i think we’re better off this way and ai is much needed
68,what if ai is the one pulling the strings already?
71,"our children?
you might allow your offspring to be dumbed down.
you can do something about that, but you complain instead of taking action.
others parents are just like, you know responsible, teaching their kids all they know about life.
others let devices parent their children."
72,"yep. perfect storm for ai to f with everyone. including national security. the question is, who's national security is going to be ousted first?"
73,very good point
74,"i wouldn't call it fascinating, more like deeply concerning.."
76,""" who is telling ai what is right and wrong? ""
- charlie kirk"
80,ais not getting smarter we’re getting exponentially dumber
81, we are ai so blame yourself. half of the sex slaves are sentinent robot sex toys held captive
82,"kids are learning slightly different things and/or in slightly different ways. it doesn't make them dumber. this phenomenon has been going on for centuries and older generations have been complaining about it the whole time. overall we're getting more well-educated, not less."
84," and the education is valuable but too rigid to actually work in the real world. school felt like prison, from a guy who has a good idea of prison"
89,"think about who writes the code for ai it needs to be written and programmed, if it’s programmed with biases well "
95,because ai is already in control.
98,there’s always the option of having a kids play outside or read vs letting computers entertain them
104,guess what. if you're getting the answers to questions you have. you are learning. finding the answers ourselves is too slow. we might just be learning from ai instead of human teachers.
107,​ good?
108,"-nstuff oh you didn't miss the part mentioning 6 examples that all have the same emotional intelligence issues, and the one sibling that didn't stick around doesn't. got you, no problem."
113,"older gens always believe the younger one is worse. there's alot of good qualities in these young ones y'all don't see and it's a shame. but please, go cause another recession for them."
125,books banned that all these ais are reading
126,great point
130,wow that is the most scary thing i have ever heard
138," i agree with this 100%. i’m an air conditioning technician and i have every electrical schematic or any information i need about the air conditioner i’m working on in the palm of my hands. 

prior to that the technicians had to know a lot more because of the lack of information at hand.  of information."
145,no they're not. the children are smarter than your generation on average. you're just trying to downplay the intelligence of the generations after you like every generation does. you're the one who is dumbed down.
150,schools were never meant to create geniuses. they just needed workers that could read and write.
153,its all just scigen fraud masquerading as intellect. the gateways of society are being social engineered to give the illusion of ai. it was always meatware never software. the wool is being pulled over our eyes.
155,"wanna stop fuckin kids up? don't let them be mainstream consumer of products and music ,or movies or blah blah but but but . yeah ok"
158,you should be your child’s primary source of actual worldly knowledge. it’s on you if you’re raising dumb kids.
159,-hk2sz i already did raise a smart kid she writes novels and her husband writes code
164,.beardless yea i watch entertainment now and again. can't be too judgemental 
165,it appears you could use ai in casinos.
170," i asked ai ""what do you think of women?"" ai responded: ""stay the f**k away!"".  that's when my existential terror kicked because it confirmed ai was genius."
177,"tik tok fuck your brain. it fuckes my 33yo brain last year, imagine being exposed to this at 10yo or younger..."
179,there’s a reason teachers and educators are afraid of ai and job stability.
183,"yeah, but can ai tell us what a woman is thou?"
184,"here is the truth about kids and ai in schools. current education system is now broken. 
https://youtu.be/bej0_tvxh-i?si=ubadki8wi7uq474g"
185,technically ai isn't learning much. each big jump in its intelligence and usefulness is from programmers in the background tweaking the algorithms to make it better.  the ai itself isn't making those huge leaps on its own (yet).
186,in the future humans are the robots
