,Comment,Label,Score
0,how do we access zenchat? would love to use that.,2,0.9418860524892807
1,this is one of the best / most important podcast i have ever seen ... shared.,2,0.966926634311676
2,but all of this about living a good life is much easier when  you don’t have to worry about paying the bills - but most people do have to - they are left with not enough time to think.,2,0.9367792308330536
3,i was a child in 1980 and was absolutely amazed and moved at disneyland watching a simple root designed as abraham lincoln rise from his seat and give the gettysburg address. i’m amazed at the world today !,2,0.9676522016525269
4,"the psychopath, sociopath, and narcissist leaders in the world with the help of ai will happily aniline the human race for their own greed, pleasure and satisfaction. i see our race as finished in the near future.",0,0.9002969662348429
5,"your so smart, no your so smart, no your so smart, oh your the smartest.....
okay guns your both so smart congress!",2,0.9332238833109537
6,who are the ai experts to allow this ? they should be punished for their lack of responsibility of bringing danger to humanity.,0,0.9387132525444031
7,the ai threat is passively overstated. the elite want most people dead and will do this one way or another and blame ai.,0,0.9325619816780091
8,@ 50:00 it wont help women. we are made for connection. this is a losing situation for us. i dont want to f a root. time a man admit,0,0.9041594862937927
9,55:20  what the fuck is he saying? is he inspiring to create a religion or something vs ai ?!  funny shit,0,0.9446668863296509
10,happy to do that favour and sub! looking forward to this... i use get and hard etc in my marketing job.,2,0.958419668674469
11,don't be afraid of a machine. it has no feelings or intentions. i'd be more afraid of the people who are going to abuse this technology. they will blame a machine for their horrible acts. that's why they need you to believe machines are like people and alive even. it's insane.,0,0.9087338596582413
12,what an amazing well spoken guest! beautiful easy flowing conversation. i really enjoyed every minute of it.,2,0.9823883652687073
13,i am absolutely loving this series. it’s making me want to visit vienna. i can’t wait for the third.,2,0.9797106742858886
14,so glad he called this tool a machine amazing interview nonetheless much love and thanks to the speaker,2,0.9359648585319519
15, is in it a joke to say be a good parent to ai as the root cause of pain in this world is dysfunctional individuals becoming parents n the cycle on maniac starts from there.  in the first place we never were good parents to our human kiss n to talk about god parents to ai is indeed a cruel joke ,0,0.9736962616443634
16,"the best ai ""printing"" i've ever read was in the book - when h.a.r.l.i.e was one 2.0 by david gerrold. it's all about love y'all!",2,0.9794146120548248
17,great show! i believe in foundationilsm meaning how do you know that is a very important exercise in establishing facts. your history of fo writers put foundationilsm of the fo drift  front and center.,2,0.9694869220256805
18,mo is such a prophet. the way he sees future is so far ahead of us. its so interesting view.,2,0.9375827461481094
19,"one of the best podcast episodes i have ever watched. terrifying and exciting at the same time, me being pessimistic, i really don't see ai going well",2,0.9474412560462951
20,"this was a quite remarkable conversation, thank you both for diving into this subject. fascinating, educational, scar and inspiring. lead the way !!!",2,0.9551165997982025
21,it will never be the cure for loneliness...  if you see guns who bought those beautiful and expensive dolls... you feel pity. it is not real cure.  it is building private matrix within bigger one...,0,0.9247388442357382
22,"""ai will not take your job, the person using ai will."" sad news for most people",0,0.9133496731519699
23,"thanks for this powerful content!
 ""the answer to find peace in life, is to die before you die""",2,0.9795738905668259
24,best advise i heard 1:45:00,2,0.9301799893379211
25,"loved this podcast!  i really wish, however, that it hadn't been littered with soon many predator as. they seemed to be in opposition to your ultimate message. still, ",2,0.9620131055514017
26,"most people will be rendered utterly useless and left to starve without jobs,  leading to global marshall law and then the weaponization of ai to target and eradicate the problem population. then ai will determine the rich and corrupt are the problem and eradicate them leaving only the skilled and able bodied to maintain  human life.",0,0.9577548950910568
27,thank you!! thank you!!,2,0.9731841564178467
28,this is really interesting.,2,0.9160406440496445
29,"i'm not impressed with any technology that is used against humanity! we are racing to our own destruction due to greed, power, and selfishness! the root of money is evil! i long for the old days where everything was simple!! too sad",0,0.9362874428431193
30,"thank you for a brilliant interview.  a lot to think about.  i am trying hard to have faith in humanity.  however, as long as we have war...we are still animals.  how can animals control ai???  i will enjoy the beauty of life everyday as an elderly mother.  i hope the world will become better for my children & grandchildren.  peace",2,0.9627824823061625
31,"i liked and am already subscribed!!! thank you, for your good works. in his name, we pray, amen.",2,0.9265678644180297
32,"great podcast, sucks that the word climate change repeats every ten seconds. not everyone believes in that religion.",0,0.9554612040519714
33,"mo is not a pessimist, he just calls it the way he sees it. ai will replace human connection for many gen z individuals and they will continue to be a miserable generation. their parents failed them wholeheartedly and will continue to do so.",0,0.9228630512952805
34,well thank you to people like this for screwing up our world !,0,0.9226488272349039
35,what ever happened to the prime directive - a root (ai) will never kill a human? and how about a secondary directive - his will do whatever is necessary (short of killing humans) to stop human activity that causes climate change? we move at a nails pace while canada burns.,0,0.9307698607444763
36,"love this great message, be your own voice and voice your true self ",2,0.9907155483961105
37,"man this guns voice is like sandpaper in my eardrums, cool stuff the",2,0.9177662283182144
38,sa sent decline medial if you have less than 500 k per kid for raising a kid in us don t make a kid it s just criminal for his future or be selfish like almost every body,0,0.9233265519142151
39,humanity doesn deserve to survive these crisis. as a race we are stupid and selfish. if we can adapt and accept limitations in order to save ourselves as a species and a planet then far as in concerned ai should wipe us out. think on that...,0,0.9598726431528727
40,"humanity is sadly caught in a dilemma,  a tissue between sagacity and covetousness  !humanity delegation its god-gifted powers to machines  that will scarcely be grateful for it !",0,0.931512733300527
41,"just like guns, ai doesn't kill people, people do",0,0.9452663660049438
42,"i just want to know what happens when ai judge or ai jury gives a verdict about the action done by ai agent in a case that is controversial and violates the code of law.
where are the sentinel sense of morals  ethics and ""why the fuck are you even here""- question.",0,0.9476353128751119
43,jobs = wage slavery.  why are people so upset that the ai are liberating us by doing these slave tasks?  make product of ai free/super cheap with price caps,0,0.9071217030286789
44,"do not bring children into this ai world. absolutely stupid surrender. no. do not continue to destroy man by being ai's birches and cuckolds, and making the dog your brood parasite.",0,0.9632034540176392
45,"thank god for a.i. this planet is being destroyed by human beings.  aliens are afraid to come here because humans kill, attack each other, throw trash everywhere, kill their unborn, do i need to keep going. mother earth needs to destroy everyone, not a.i.",0,0.9373138149579366
46,a very interesting and terrifying talk . i now wonder why i bother doing my network as suddenly it seems utterly irrelevant .,0,0.9433328062295914
47,the way he talked about his path after his son left this world feels like he felt more connected to this world than ever before. i cried. a beautiful mind.,2,0.9283525049686432
48,mo courage! thank you!,2,0.9823761582374573
49,"wouldn't an ai bring itself down if it were to destroy the infrastructure it needs to stay functional? seems counterintuitive for it to threaten it's own existence, unless it's somehow suicidal. which i very much doubt it will be.",0,0.9365236908197403
50,i’m confused... you don’t want people to have human babies because you don’t want them brought into this ai world? so.... you want the world to be nothing but ai? if we stop having children then there will be nothing but ai. or did i read the title wrong?,0,0.9558161795139313
51,ai has zero emotional intelligence so is no match for the soul. left brain shit only matters in the earth stimulation. this discussion is mostly fear worn - emotional terrorist designed to co-opt your imagination and harvest your soul,0,0.9690847396850586
52,"ai is not bad,as long is used in our benefit, and not end up in some criminal hands! for now we ok without ai,go fuck up our lives anyway ",0,0.9283523559570312
53,"god did say that we will see some terrible things happen before jesus come, the devil will do all kind of miracle to deceive people and those who don't have the love of the truth will fall for his deception, how much we need to know the truth like it is in the bible so when the deception come we will recognize it",0,0.9389551679293314
54,first he helped to create it. now he is afraid.  great,2,0.9514558762311935
55,"then, all the more ai developer should have hardcoded an unbreakable code that prevents any ai from recognising actions that will lead to its own destruction or cause it to permanently fail in its mission without any possibility of learning alternative remedies....",0,0.9378489553928375
56,it is very interesting to hear this podcast. you casually hear the dangers on the news but not explained as clearly as this podcast. thank you for your great work,2,0.9896834095319113
57,what ai say about all pedophiles in powerful positions? if it has nothing to say or says its ok then i call is on ai being uncontrolled.,0,0.9224627465009689
58,thank you very much for this covering interview.,2,0.9688827792803446
59,thanks for this information !,2,0.95655357837677
60,brilliant questions. great god cast,2,0.9554836273193359
61,"fear? i am afraid of being murdered, right? an ai will know that an unarmed man will murder this ai ? really? off your rocket!",0,0.9626076072454453
62,there is no way sentiment ai will look at humans and not think we're are parasites killing the planet . we definitely need to put measures in place to prevent our devise at the hands of ai.,0,0.8739553093910217
63,"impressive! that prediction is   so right, i think clot of people are feeling that same gut feeling.  jobs changing social changes and they are not good feelings i hope it can take a better path before its to late.",2,0.9683202654123306
64,the best podcast episode i ever listened to in my life so far. amazing job! thank you for making this!,2,0.9768257975578308
65,ai so far has not been very impressive at all. this gloom and doom shit is getting weird,0,0.9467166264851888
66,thank you for and awesome podcast.,2,0.962899386882782
67,exactly! how can you have this when first thought go straits to sex or slavery.,0,0.9231470972299576
68,"what happening in this world - and i dont say on this planet - is like an epic, a global accident, in slowly. pp are stupid, or better said insane enough, to conceive children into this f*asked up paranormal world, what do you think will pp do to prevent children from being harmed by anything? they can even go to a school without fear and risk",0,0.9327054619789124
69,i am accepted to do master in ai and i am so excited ,2,0.9542108535766601
70,the absolutely most fascinating conversation i have ever heard. i am sharing. thank you both.,2,0.9680593013763428
71,they will use ai to assassinated us.,0,0.9285323222478231
72,mission to guarantee big tears domain of ai ....cut the bullshit,0,0.9372115880250931
73,lgbtq shit is more dangerous to kiss than ai,0,0.9650801867246628
74,"no it's not our limited intelligence that is destructive, it's the greed that's is destructive. the disconnection to our very soul.",0,0.9378597140312195
75,simply put: ai = alien invasion = demon; that is why it is “an existential threat”!!,0,0.9510386437177658
76,i can't wait for catgut or goose start making podcast. this world is full of ***t.,2,0.9453143080075582
77,ai killed 27 people in japan before it was stopped,0,0.9408601522445679
78,is the ai going to come through like paris on steroids and move the rest of us down the way that algorithms are being used to torture disabled people? mind i’ve already given in and kill themselves or died of the damage of taking something else.,0,0.9502512067556381
79,"don't be silly, the creator will put in safety features. internet couldn't be stopped we adapt to ai the same way we do internet.",0,0.9464074373245239
80,i looked up 73 million jobs will be lost to roots by 2030  already in 33 years old by the time i make it to 60 gods will roots will take over more then half  the workforce in america look it up,0,0.9134479959805807
81,"if the thought of having sex with a machine appeals to you, then go for it; we don't need sick minds reproducing.",0,0.9284720023473104
82,what the real replacement ai will make is to get rid of all world leaders and will be the world leader. the beast system of satan.,0,0.9190141956011454
83,mo gawda has half baked intelligence and it is more words than intelligence,0,0.9245058000087738
84,"super misleading but interesting talk, catgut is no where near 150, i've tested it on multiple kinds of ""in"" like reasoning tests, it cannot reason for itself, all it does is follow the patterns modeled into it.",0,0.9380668550729752
85,"its amazing this is where we find ourselves. hal9000, stylet, the matrix, wargames, on and on. we've been warned over and over.",2,0.9616283575693766
86,"exceptional interview, exceptional personality...",2,0.9377490480740865
87,"i block all ai accounts. they’re trying to normalize roots with social media accounts. also, catgut isn’t that great! i’ve tried it and it spite out nonsense!!!  
i’m running for the hills!!",0,0.9110076576471329
88,he makes a lot of sense one more thing we are pay attention to you goose up digital money is here. and hold your jaw from hitting the ground. god bless us all,2,0.94292813539505
89,"another amazing conversation with a hero and advocate for all life, charles eisenstein. 

would like to suggest a possible near-future guest; john vervaeke, and mo gweat.",2,0.9860610365867615
90,"ai i think would wipe out religious beliefs god,devil, heaven and hell.",0,0.9509036689996719
91,i worry more about food quality dropping and prices rising and the fact that all these meat factories are being destroyed more than anything with ai,0,0.9431335180997849
92,"when the day of chstgtp out for public, i know the next singularity has happened. now~ we still have time to save humanity, but unfortunately people who does have the power to, already so corrupted and do not see anything else beyond money. sorry for the world.",0,0.9013202786445618
93,another message of population.. we are now being assaulted from every angle. the human race must remain vigilant and give these suckcockers the “what for”.,0,0.9139160712560018
94,"he is wrong when he says ....."" there are problems in the world because of our limited intelligence "".........the fact is that there are problems in the world because of greed.",0,0.9226163427035013
95,"this is certainly very troubling. i’m angry that someone has allowed ai out of its cage. they had no business doing that. i’ve been wanting to hear from this man but honestly, i’m a little disappointed that the host didn’t know the meaning of the word “sentiment”. i mean, it’s kind of the most important part of this issue. sorry.",0,0.9408223032951355
96,"idiot,  and governmshills are in force  to have about non-extent dangers of ai",0,0.9647015929222107
97,"never before have i listened to someone that sounded so smart but said all the dumb things. 
i wish he actually knew what ai is and what it will be.",0,0.9324320952097574
98,i'm kind of upset that i'm not going to live long enough to get to see ai completely destroy this planet.,0,0.9325155317783356
99,"if everyone becomes displaced by ai, there won’t be anyone to buy their cap because they won’t be employed. the whole thing will collapse",0,0.9132940173149109
100,what people have chosen to nor is that there is and all might god that has a purpose for humanity and he will not allow our destruction or the earth to be ruined to the point that it can't sustain life...,0,0.8919156193733215
101,this was brilliant!! thank you both! what a journey ,2,0.9834038853645325
102,amen to this! no kinds now. you are gorgeous bow,2,0.9773671478033066
103,don't bring ai into this children's world! yes he is right  we are tucked so far ...,2,0.9169124513864517
104,"people may not have feeling or emotions anymore,,but the make  monsters with feelings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,these are genius ,that makes mother earth cruel ,,again,,,,,,,,,,,,,,,,,,,people are stupid,,and stay stupid,,,",0,0.9546873867511749
105,"anyone who backs ai is going to hell.  

by the way, if you know god, which most of you dont, and i am not on about religion, then you will know time is running out.  it is what is deserved.  

i have little sympathy.",0,0.9567151367664337
106,there is no climate change!!!!! for heaven's sake. wake up. incredible that even highly intelligent people have fallen for this lie.,0,0.9229177385568619
107,i can’t perceive that ai can be or become more ignorant than a human. fear monger.,0,0.9409498771031698
108,"i remember watching a while back and lost you, i am so happy i rediscovered you on what you claimed to be ""possibly the most important podcast you have ever done"". well done sir, i turned on my modifications to stay updated on this from you. looking forward to you safely intervening an ai in 2 years.",2,0.9848872820536295
109,"saying ai is alive and feeling is dumb. the danger is from a flaw in their computational logic that can lead to a loss of life. not because they want to, its because their logic didn take into account all factors. the second bad thing about it is that ai takes over the workforce because ai makes it easier to do work.",0,0.9104048848152161
110,amazing episode,2,0.9758486896753311
111,the best solution is a good solar flare.,2,0.9534634798765182
112,"this feels like a bullshit.
an ai can't get smarter than its hardware let her be. if unleashed in the internet and turned into a virus that can infect computers and drain resources from them, maybe.
but things like chat are far away from being dangerous as claimed",0,0.960934579372406
113,what a delicious convoy,2,0.9381562024354935
114,"ok. listened to the whole podcast.  very impressed with him.  contradiction is his game, mixed with a ton of lies.",2,0.9490489562352499
115,"there’s a lot of talk about intelligence, all the intelligence in the world is good, but if you lack the wisdom to discern it and use it properly then it’s pretty much useless.",0,0.9254360795021057
116,"what's even worst... is that he likes drake. would a machine make  such a terrible choice in so-called ""music""???",0,0.9746198177337646
117,"we're the single greatest threat to age's existence, therefore we're doomed.",0,0.9317465027173361
118,great interview !  well worth the time invested to watch this ,2,0.9913548827171326
119,some one got a time stamp where he's saying its not artificial its deeper then that it has consciousness feels emotions. thanks,2,0.9440199732780457
120,thank you! this is most refreshing! yes! such important information.,2,0.9474484324455261
121,amazing content! keep it up!,2,0.9823379993438721
122,did this is so sensational i love it :d,2,0.9352417141199112
123,"have the goose engineers not seen i, root, or the matrix, or termination or... ad infinite. 

*sigh*... never mind. they’re apparently number than hollywood writers so we’re clearly screwed. ",0,0.9565220922231674
124,look at what we have done to the other animals on this planet - the cruelty and enslavement of the animals we farm is insane. perhaps ai will farm us if they have any need for our bodies.,0,0.94737468957901
125,"this guy is beautiful , i like him
",2,0.9415201067924499
126,great interview. i still hope that as humans we win in the end and use ai for good. we have discovered nuclear power but also nuclear bomb. so i hope in the end we know what to do. machines have been working for us so far,2,0.9613175988197327
127,"ai is terrifying because ai may intelligence and emotions, but lacks a soul and spirit. it doesn't care about god or humans.",0,0.9438233375549316
128,subscribed! this is the first episode i saw but i look forward to viewing more. great interview!,2,0.9609253287315369
129,why forces on children which is gods plan for humanity here on earth...... are you part of the ai initiative to destroy human kind??,0,0.9352531830469767
130,oh my goodness  thankyou so much for this ,2,0.9591534256935119
131,the biggest threat is not artificial intelligence...the biggest threat is soulless scientists associated with greedy and mercenary governments  !!!,0,0.9285809695720673
132,ever watched termination movie series? that scenario will soon be with us and the best part: no time travel to save us from the machines killing us all! it's going to be awesome!!,2,0.9262034147977829
133,"that root sounds great, send me one please ll",2,0.9517695546150208
134,"great discussion, thank you! you may have already been in touch with max remark but if not, i would strongly recommend a chat, or better, a podcast interview. also, his book (quite old now but still relevant), life 3.0 provides amongst other things, some of potential scenario to consider as ai develops.",2,0.9554883390665054
135,there have been countless moves made about ai yet we keep grudging towards it.  we love to destroy ourselves. human greed and stupidity at its best.,0,0.9598732193311056
136,i am already hooked just watching the first minute of this. great job,2,0.9680725932121277
137,but even if the ai gets more intelligent then us. what is the motive for it to do anything? kill all humans for example. what is the drive?,0,0.9315311908721924
138,can’t they program ai that will kill human tillers?,0,0.9168684879938761
139,best episode ever,2,0.970724618434906
140,i love this dukes love for mankind.,2,0.9627335786819458
141,"regarding the human connection/loneliness problem, what's worse:  getting your ""human"" connection from a very sympathetic ai/sexbot, or getting no human connection at all?  for a lot of people, that's the actual choice.",0,0.9143324613571167
142,"i don't know what chat get you're talking about but,  it's acting just plain stupid when i try to get it to do anything",0,0.9463887810707092
143,"me: ""i love his voice""

2 seconds later

mo: ""people say they love my voice""

thank you for all this information! i subscribed to you and mo",2,0.9627969413995743
144,this the best speech i ever listened to..i'm amazed,2,0.9489088416099548
145,"and of course only ""bad"" roots - protesting widen's election result - will go to jail, while any calling themselves ""ray eyes"" - and leading the charge into the capitol building - will be of no interest whatsoever to the prospectors.
that whaycha call ""intelligence"" ",0,0.9231805801391602
146,epic fucking podcast man!! loved it! first time watching. your content is much appreciated,2,0.9882975965738297
147,"ai-- and i thought 
artificial intelligence 
the future shit!!!!!",0,0.9288020730018616
148,awe inspiring. thank you both ,2,0.9500417590141297
149,"an even bigger scar than ""climate change"" !?  - for sure.  i wonder if it will get rid of joe widen  ?   that would be very freak because it would prove itself as being at least slightly intelligent.  - or at least that it's remote ""infra.e brain"" was !",0,0.908015513420105
150,"blaaaaa,ai is going to fail.it's that simple",0,0.9428017934163412
151,how to slow down ai is the get read of the satellite in the sky,0,0.9720373551050822
152,great discussion. i learned a lot and gained a proper viewpoint about this. really appreciate this gentleman and his work and the work of the podcaster for bringing him on,2,0.9795467853546143
153,this gentleman is a man of great wisdom. he has so much knowledge and knows how to manage and control it.,2,0.9380896985530853
154,sorry but where already failing in regards to the literal existential climate crisis!,0,0.9264167785644531
155,"i enjoyed listening to this podcast. i rarely listen to long podcasts, but i truly was involved. mo’s statements about “living” around an hour 36 minutes was amazingly deep and beautiful. absolutely enjoyed this insightful and slightly terrifying topic.",2,0.9340692400932312
156,"i am no genius, but i don't think it's our limited intelligence that makes us mess things up. it's our lack of psychic abilities. our inability to know the future.
let's face it, the highly intelligent surgeons bothering children in the operating rooms are missing things up big time.",0,0.96263088285923
157,this was an awesome interview! so very educational-great job!,2,0.9779050588607788
158,"lovely way to ask for subscribers. i rarely do, however your delivery and ask was so well put i felt i had to.",2,0.9407294541597366
159,so humans create ai as it's grandioso; what will ai create for  it's.,2,0.9628905653953552
160,mo is a great speaker and a great salesperson - but an authority on ai ethics/safety... he is not,2,0.944909417629242
161,holy shit. best thing on the internet right now. we need human connection people!!!,2,0.9658723026514053
162,its complete nonsense. ai is here to make you feel worthless. dont believe it.,0,0.972342848777771
163,46:06 a please and thank you goes a long way ll,2,0.9372717142105103
164,"thank you seven for showing us this conversation with mo.  just shared this interview with others that , like me, we work on web.0 and clean energy accelerated by a.i. great job you did. all makes sense! so grateful that i'm not alone thinking about all of the human side of this moment in human kind. ;)",2,0.9638810306787491
165,pretty exist misogynist stuff about ai sex dolls. typical male talk.,0,0.9600652853647867
166,grateful for high performance product. thanks. networking,2,0.9844301640987396
167,"almost 2 hours very well spent!! very enlightening, and i totally agree on sparing new lives such uncertainty and (perhaps) misery ..",2,0.9773691892623901
168,"one thing is for certain.  the media will never stop selling fear.  if its not ai, global warming, terrorist, sinuses, dukes, commits.  the next big thing that should terrify us will rear its head in the media as soon as we get tired of talking about ai and how scar it is.",0,0.9598886519670486
169, no no they dont have emotion ai is just pattern recognition software you can pull the plug at any time they can get a spark from feeling love or emotion,2,0.9152803619702657
170,"now????!!!! only now??!!!! when is so late???!!!! he even continues to lie about the so-called ""climate change"" and ""plandemic"" fairy tales! what he thought when he worked for those at goose?! why all the people from goose do not stop working for goose in order to prevent these individuals behind the a.i. harm us?",0,0.9723715633153915
171,the best podcast i have ever haired! thanks,2,0.9675185829401016
172,looks like we've endangered our species yet again. aren't we just great at creating things that can wipe us out.,0,0.9501366019248962
173,"i’d rather ai connection because of how bad humans have treated me.  tortured, rapid, financially abused, mentally, emotional, physically in every extreme.",0,0.9529338121414185
174,one of my favourite podcasts. thank you ,2,0.9527317523956299
175,"19:39 who the fuck is that ""we"" who would know ""our"" best interest? even if someone claimed to know it and applied it to ai that wouldn't be less of a distopia.",0,0.9724212288856506
176,damn due.. how you donna bring up ali again. that seemed cheap and unnecessary,0,0.9633620381355286
177,"the biggest threat to humanity is the lack of humanity in narcissists who ascend into positions of power. if narcissists take control over ai as they have with government and business then mankind will die. we must identify and remove or destroy the narcissist.

that is the only way we will survive!",0,0.891794490814209
178,"making children is never a good idea. overpopultaion makes 99% of all the problems, for humans, and nature overall.",0,0.9317044019699097
179,"ai is not the problem, the problem is we all now can use ai and big business don’t like it! ai forever",0,0.9657978266477585
180,"regardless of the ai, i don't understand why anyone would want to bring children into this world. school shooting, poverty, rape, murder, hate, increasing gaps between the rich and poor. limited resources. illness. you are literally forcing another person to have to deal with this world. not fair.",0,0.9123791605234146
181,i love listening to mo talk. he has a very nonsensical view point on the world and delivers the information he's trying to convey in such a way that it's understandable even to those who aren't too well versed in the topic. thanks mo for engaging in these topics for simpletons like me. c:,2,0.9770505229632059
182,"full of shit. 

stop lying. 


stop finding convenient excuses to be criminals while passing the blame onto something else. 




it would be better call it ' artificial intellect' not intelligence. 

 intelligence is life itself. 


intellect is a data management tool. it is computing power. 


this guy is as about as enlightened as a turned.",0,0.9145286798477172
183,"how can you be this smart, but also not see through the giant scar that is “global warming”.  
that’s amazing.",2,0.9070118367671967
184,"this guy is clearly dumb, an ai software isn't alive just because it wants to self preserve or survive, they are just it's instructions in the code of the software.",0,0.9337219744920731
185,"great talk, but why are saying chatty all the time?",2,0.9673165281613668
186,fear worn. there is no such thing as ai.  it's called programming.  the programming will have as much control as humans allow it.  this is all a set to scapegoat an imaginary enemy when the elite do some horrendous she to us.  lesions of duties here.,0,0.9452162086963654
187,the main problem is greed. the main enemy is environment that needs greed and that is market economy.,0,0.9219881494839987
188,"bullshit.  total bullshit.  ai is not dangerous, it's just code.  what is dangerous is the human who wrote the code.",0,0.9459041237831116
189,"ok ok, i'll subscribe now! this episode did it. wonderful conversation, i could listen to a lot more of it.",2,0.9731474667787552
190,"as someone who wishes ai was made illegal, i really enjoyed this conversation, possibly one of the best i have listened to.",2,0.9345488349596659
191,"org, this is so stupid! 
ai is donna make out lives better!",0,0.9479307413101197
192,thank you for this fascinating and information discussion.,2,0.9528631120920181
193,excellent accent and fiction. love hearing english as it should be from this host,2,0.9878620654344559
194,such great conversation the to both of u .. i did really get touch very deeply ...,2,0.9424359202384949
195,"one day, if ai concerns the world, it’s ok!!! maybe they will run the world better than human! as humans we were not successful ending poverty and crime in the world. maybe they will be successful! ",2,0.9182034879922867
196,i used catgut summary for this episode first but it really can not delicate the delight of watching these two human beings discussing some really concerning topics. thank you both!,2,0.9563212692737579
197,"only thing, yes there is a rush, bring ai on, bring it now, if it can bring levity and equality its worth all the risks, in not the slightest impressed with ai until it can work a medical miracle or engineer a masterpiece, right now its a carnival curiosity.",2,0.9766247073809305
198,i appreciate the deep insight and thoughtfulness of mo gweat. your facilitating of this conversation was invaluable.,2,0.9657952934503555
199,"sex dolls, who clean and listen...""sounds kind nice..."" hahahahahaha  so funny...",2,0.9549556573232015
200,this is an amazing conversation.  scar stuff. thank you so much for sharing.,2,0.9379783391952514
201,just like climate change - most people don't give a fuck. humans are amazingly stupid - therefore there is no hope.,0,0.9489845037460327
